"Temperature, K","Pressure, kPa","Viscosity, Pas",salt_name
343.15,101.325,0.0505 ± 0.0031,tributylmethylphosphonium methyl sulfate
293.15,101.325,0.439 ± 0.04,tributylethylphosphonium diethylphosphate
298.15,101.325,0.306 ± 0.025,tributylethylphosphonium diethylphosphate
303.15,101.325,0.219 ± 0.017,tributylethylphosphonium diethylphosphate
308.15,101.325,0.161 ± 0.011,tributylethylphosphonium diethylphosphate
313.15,101.325,0.1203 ± 0.0081,tributylethylphosphonium diethylphosphate
318.15,101.325,0.0918 ± 0.0059,tributylethylphosphonium diethylphosphate
323.15,101.325,0.0712 ± 0.0045,tributylethylphosphonium diethylphosphate
328.15,101.325,0.0562 ± 0.0035,tributylethylphosphonium diethylphosphate
333.15,101.325,0.045 ± 0.0028,tributylethylphosphonium diethylphosphate
338.15,101.325,0.0365 ± 0.0023,tributylethylphosphonium diethylphosphate
343.15,101.325,0.03 ± 0.0019,tributylethylphosphonium diethylphosphate
293.15,101.325,7.8 ± 1.4,tributyloctylphosphonium chloride
298.15,101.325,4.67 ± 0.73,tributyloctylphosphonium chloride
303.15,101.325,2.906 ± 0.41,tributyloctylphosphonium chloride
308.15,101.325,1.868 ± 0.24,tributyloctylphosphonium chloride
313.15,101.325,1.237 ± 0.15,tributyloctylphosphonium chloride
318.15,101.325,0.842 ± 0.092,tributyloctylphosphonium chloride
323.15,101.325,0.587 ± 0.059,tributyloctylphosphonium chloride
328.15,101.325,0.419 ± 0.039,tributyloctylphosphonium chloride
333.15,101.325,0.306 ± 0.027,tributyloctylphosphonium chloride
338.15,101.325,0.227 ± 0.019,tributyloctylphosphonium chloride
343.15,101.325,0.172 ± 0.013,tributyloctylphosphonium chloride
298.15,101.325,0.501 ± 0.039,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
303.15,101.325,0.352 ± 0.024,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
308.15,101.325,0.254 ± 0.014,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
313.15,101.325,0.188 ± 0.009,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
318.15,101.325,0.1419 ± 0.0053,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
323.15,101.325,0.1094 ± 0.0031,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
328.15,101.325,0.0859 ± 0.0019,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
333.15,101.325,0.0691 ± 0.0012,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
338.15,101.325,0.0562 ± 0.0008,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
343.15,101.325,0.045 ± 0.0007,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
348.15,101.325,0.0383 ± 0.0006,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide
278.15,101.325,3.04 ± 0.31,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
283.15,101.325,1.67 ± 0.16,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
288.15,101.325,0.961 ± 0.084,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
293.15,101.325,0.589 ± 0.048,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
298.15,101.325,0.381 ± 0.029,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
303.15,101.325,0.258 ± 0.019,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
308.15,101.325,0.182 ± 0.013,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
313.15,101.325,0.132 ± 0.009,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
318.15,101.325,0.098 ± 0.007,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
323.15,101.325,0.076 ± 0.005,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
328.15,101.325,0.061 ± 0.004,"1-hexyl-3-methylimidazolium 1,2,4-triazolide"
278.15,101.325,1.1 ± 0.1,triethyloctylphosphonium 4-nitropyrazolide
283.15,101.325,0.716 ± 0.06,triethyloctylphosphonium 4-nitropyrazolide
288.15,101.325,0.48 ± 0.038,triethyloctylphosphonium 4-nitropyrazolide
293.15,101.325,0.333 ± 0.025,triethyloctylphosphonium 4-nitropyrazolide
298.15,101.325,0.238 ± 0.017,triethyloctylphosphonium 4-nitropyrazolide
303.15,101.325,0.175 ± 0.012,triethyloctylphosphonium 4-nitropyrazolide
308.15,101.325,0.133 ± 0.009,triethyloctylphosphonium 4-nitropyrazolide
313.15,101.325,0.103 ± 0.007,triethyloctylphosphonium 4-nitropyrazolide
318.15,101.325,0.081 ± 0.005,triethyloctylphosphonium 4-nitropyrazolide
323.15,101.325,0.065 ± 0.004,triethyloctylphosphonium 4-nitropyrazolide
328.15,101.325,0.053 ± 0.004,triethyloctylphosphonium 4-nitropyrazolide
303.15,10000,0.199 ± 0.021,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
303.15,15000,0.222 ± 0.023,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
303.15,25000,0.273 ± 0.029,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
303.15,50000,0.466 ± 0.05,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
303.15,75000,0.792 ± 0.086,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
313.15,10000,0.119 ± 0.013,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
313.15,15000,0.131 ± 0.014,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
313.15,25000,0.163 ± 0.017,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
313.15,50000,0.264 ± 0.028,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
313.15,75000,0.435 ± 0.047,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
323.15,75000,0.235 ± 0.033,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
293.15,100,0.0666 ± 0.0014,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
298.15,100,0.0493 ± 0.001,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
303.15,100,0.03852 ± 0.00081,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
308.15,100,0.03093 ± 0.00065,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
313.15,100,0.02617 ± 0.00055,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
318.15,100,0.02239 ± 0.00047,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
323.15,100,0.01931 ± 0.00041,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
328.15,100,0.01713 ± 0.00036,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
333.15,100,0.01507 ± 0.00032,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
338.15,100,0.01336 ± 0.00028,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
343.15,100,0.01193 ± 0.00025,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
293.15,101.325,0.0413 ± 0.0021,1-butyl-1-methylpyrrolidinium dicyanamide
298.15,101.325,0.0346 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
303.15,101.325,0.0293 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
308.15,101.325,0.0251 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
313.15,101.325,0.0217 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
318.15,101.325,0.0189 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
323.15,101.325,0.0166 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
328.15,101.325,0.0145 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
333.15,101.325,0.0129 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
338.15,101.325,0.0116 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
343.15,101.325,0.0104 ± 0.002,1-butyl-1-methylpyrrolidinium dicyanamide
293.15,101.325,0.0478 ± 0.001,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
298.15,101.325,0.03908 ± 0.00085,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
303.15,101.325,0.03233 ± 0.00071,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
308.15,101.325,0.02712 ± 0.00059,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
313.15,101.325,0.02306 ± 0.0005,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
318.15,101.325,0.01981 ± 0.00043,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
323.15,101.325,0.01732 ± 0.00038,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
328.15,101.325,0.01515 ± 0.00033,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
333.15,101.325,0.01339 ± 0.00029,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
338.15,101.325,0.01192 ± 0.00026,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
343.15,101.325,0.01067 ± 0.00023,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
293.15,101.325,0.04001 ± 0.00087,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
298.15,101.325,0.03283 ± 0.00072,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
303.15,101.325,0.02739 ± 0.0006,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
308.15,101.325,0.02317 ± 0.00051,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
313.15,101.325,0.0198 ± 0.00043,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
318.15,101.325,0.01717 ± 0.00037,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
323.15,101.325,0.015 ± 0.00033,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
328.15,101.325,0.01326 ± 0.00029,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
333.15,101.325,0.01182 ± 0.00026,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
338.15,101.325,0.01057 ± 0.00023,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
343.15,101.325,0.00951 ± 0.00021,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
293.15,101.325,0.097 ± 0.0028,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
298.15,101.325,0.0758 ± 0.0019,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
303.15,101.325,0.0607 ± 0.0013,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
308.15,101.325,0.0498 ± 0.0011,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
313.15,101.325,0.04104 ± 0.0009,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
318.15,101.325,0.0343 ± 0.00075,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
323.15,101.325,0.02905 ± 0.00063,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
328.15,101.325,0.02486 ± 0.00054,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
333.15,101.325,0.02151 ± 0.00047,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
338.15,101.325,0.01871 ± 0.00041,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
343.15,101.325,0.01654 ± 0.00036,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
293.15,101.325,0.0503 ± 0.001,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
298.15,101.325,0.04108 ± 0.0009,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
303.15,101.325,0.03417 ± 0.00075,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
308.15,101.325,0.02879 ± 0.00063,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
313.15,101.325,0.02458 ± 0.00054,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
318.15,101.325,0.02118 ± 0.00046,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
323.15,101.325,0.01848 ± 0.0004,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
328.15,101.325,0.01626 ± 0.00035,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
333.15,101.325,0.01435 ± 0.00031,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
338.15,101.325,0.01279 ± 0.00028,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
343.15,101.325,0.01148 ± 0.00025,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
293.79,101.325,0.141 ± 0.032,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
303.31,101.325,0.086 ± 0.01,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
312.91,101.325,0.0565 ± 0.0015,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
322.54,101.325,0.04 ± 0.0021,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
331.91,101.325,0.0291 ± 0.0015,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
341.39,101.325,0.021 ± 0.0011,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
350.72,101.325,0.016 ± 0.0009,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
359.86,101.325,0.0129 ± 0.0007,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
368.9,101.325,0.0107 ± 0.0006,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
378.15,101.325,0.0084 ± 0.0005,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
388.51,101.325,0.0066 ± 0.0004,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
296.8,101.325,0.108 ± 0.018,1-ethyl-3-methylimidazolium ethyl sulfate
303.52,101.325,0.0785 ± 0.0078,1-ethyl-3-methylimidazolium ethyl sulfate
313.05,101.325,0.0522 ± 0.0007,1-ethyl-3-methylimidazolium ethyl sulfate
322.51,101.325,0.0363 ± 0.0019,1-ethyl-3-methylimidazolium ethyl sulfate
331.97,101.325,0.0266 ± 0.0014,1-ethyl-3-methylimidazolium ethyl sulfate
341.41,101.325,0.0203 ± 0.0011,1-ethyl-3-methylimidazolium ethyl sulfate
350.81,101.325,0.0158 ± 0.0009,1-ethyl-3-methylimidazolium ethyl sulfate
360.2,101.325,0.0126 ± 0.0007,1-ethyl-3-methylimidazolium ethyl sulfate
369.06,101.325,0.0106 ± 0.0006,1-ethyl-3-methylimidazolium ethyl sulfate
378.9,101.325,0.0086 ± 0.0005,1-ethyl-3-methylimidazolium ethyl sulfate
388.19,101.325,0.0072 ± 0.0004,1-ethyl-3-methylimidazolium ethyl sulfate
293.59,101.325,0.38 ± 0.16,1-butyl-3-methylimidazolium hexafluorophosphate
302.61,101.325,0.209 ± 0.065,1-butyl-3-methylimidazolium hexafluorophosphate
312.21,101.325,0.135 ± 0.029,1-butyl-3-methylimidazolium hexafluorophosphate
321.95,101.325,0.092 ± 0.012,1-butyl-3-methylimidazolium hexafluorophosphate
331.45,101.325,0.0603 ± 0.003,1-butyl-3-methylimidazolium hexafluorophosphate
340.94,101.325,0.0431 ± 0.0028,1-butyl-3-methylimidazolium hexafluorophosphate
350.29,101.325,0.032 ± 0.0025,1-butyl-3-methylimidazolium hexafluorophosphate
360.16,101.325,0.0242 ± 0.0023,1-butyl-3-methylimidazolium hexafluorophosphate
369.55,101.325,0.0168 ± 0.0022,1-butyl-3-methylimidazolium hexafluorophosphate
378.9,101.325,0.014 ± 0.0021,1-butyl-3-methylimidazolium hexafluorophosphate
388.19,101.325,0.0128 ± 0.0021,1-butyl-3-methylimidazolium hexafluorophosphate
293.67,101.325,0.109 ± 0.019,1-butyl-3-methylimidazolium tetrafluoroborate
303.22,101.325,0.0754 ± 0.0069,1-butyl-3-methylimidazolium tetrafluoroborate
312.74,101.325,0.05 ± 0.0027,1-butyl-3-methylimidazolium tetrafluoroborate
322,101.325,0.0351 ± 0.0019,1-butyl-3-methylimidazolium tetrafluoroborate
331.56,101.325,0.0249 ± 0.0014,1-butyl-3-methylimidazolium tetrafluoroborate
341.04,101.325,0.0191 ± 0.0011,1-butyl-3-methylimidazolium tetrafluoroborate
350.47,101.325,0.0148 ± 0.0008,1-butyl-3-methylimidazolium tetrafluoroborate
359.81,101.325,0.0118 ± 0.0007,1-butyl-3-methylimidazolium tetrafluoroborate
369.15,101.325,0.0094 ± 0.0005,1-butyl-3-methylimidazolium tetrafluoroborate
378.38,101.325,0.0074 ± 0.0004,1-butyl-3-methylimidazolium tetrafluoroborate
388.04,101.325,0.0058 ± 0.0004,1-butyl-3-methylimidazolium tetrafluoroborate
293.39,101.325,0.0401 ± 0.0021,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
303.48,101.325,0.0287 ± 0.0015,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
313.03,101.325,0.0211 ± 0.0011,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
322.59,101.325,0.0162 ± 0.0009,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
332.12,101.325,0.0127 ± 0.0007,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
341.45,101.325,0.0103 ± 0.0006,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
350.79,101.325,0.0085 ± 0.0005,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
360.16,101.325,0.0072 ± 0.0004,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
369.23,101.325,0.0062 ± 0.0004,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
378.9,101.325,0.005 ± 0.0003,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
388.19,101.325,0.0041 ± 0.0003,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
293.4,101.325,0.0598 ± 0.0024,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
302.93,101.325,0.0406 ± 0.0021,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
312.45,101.325,0.0287 ± 0.0015,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
321.88,101.325,0.0215 ± 0.0011,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
331.12,101.325,0.0162 ± 0.0009,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
340.66,101.325,0.0124 ± 0.0007,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
350.47,101.325,0.0096 ± 0.0005,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
359.66,101.325,0.0075 ± 0.0004,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
368.87,101.325,0.0062 ± 0.0004,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
377.93,101.325,0.0051 ± 0.0003,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
387.51,101.325,0.0042 ± 0.0003,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,101.325,2.388 ± 0.036,2-octylisoquinolinium thiocyanate
303.15,101.325,1.6121 ± 0.025,2-octylisoquinolinium thiocyanate
308.15,101.325,1.1095 ± 0.017,2-octylisoquinolinium thiocyanate
313.15,101.325,0.744 ± 0.011,2-octylisoquinolinium thiocyanate
318.15,101.325,0.5138 ± 0.0078,2-octylisoquinolinium thiocyanate
323.15,101.325,0.3655 ± 0.0056,2-octylisoquinolinium thiocyanate
328.15,101.325,0.2668 ± 0.004,2-octylisoquinolinium thiocyanate
333.15,101.325,0.1993 ± 0.003,2-octylisoquinolinium thiocyanate
338.15,101.325,0.1522 ± 0.0023,2-octylisoquinolinium thiocyanate
343.15,101.325,0.1185 ± 0.0018,2-octylisoquinolinium thiocyanate
348.15,101.325,0.0938 ± 0.0014,2-octylisoquinolinium thiocyanate
298.2,101.325,0.254 ± 0.052,2-aminoethanol-2-hydroxypropanoate
303.2,101.325,0.181 ± 0.037,2-aminoethanol-2-hydroxypropanoate
308.2,101.325,0.133 ± 0.027,2-aminoethanol-2-hydroxypropanoate
313.2,101.325,0.1 ± 0.02,2-aminoethanol-2-hydroxypropanoate
318.2,101.325,0.077 ± 0.015,2-aminoethanol-2-hydroxypropanoate
323.2,101.325,0.06 ± 0.012,2-aminoethanol-2-hydroxypropanoate
328.2,101.325,0.0481 ± 0.0097,2-aminoethanol-2-hydroxypropanoate
333.2,101.325,0.0381 ± 0.0077,2-aminoethanol-2-hydroxypropanoate
338.2,101.325,0.031 ± 0.0062,2-aminoethanol-2-hydroxypropanoate
343.2,101.325,0.025 ± 0.005,2-aminoethanol-2-hydroxypropanoate
348.2,101.325,0.0213 ± 0.0043,2-aminoethanol-2-hydroxypropanoate
298.15,101.325,0.0529 ± 0.0017,1-butyl-3-methylimidazolium trifluoroacetate
303.15,101.325,0.0423 ± 0.0042,1-butyl-3-methylimidazolium trifluoroacetate
308.15,101.325,0.0339 ± 0.0034,1-butyl-3-methylimidazolium trifluoroacetate
313.15,101.325,0.0279 ± 0.0028,1-butyl-3-methylimidazolium trifluoroacetate
318.15,101.325,0.0233 ± 0.0024,1-butyl-3-methylimidazolium trifluoroacetate
323.15,101.325,0.0196 ± 0.002,1-butyl-3-methylimidazolium trifluoroacetate
328.15,101.325,0.0167 ± 0.0018,1-butyl-3-methylimidazolium trifluoroacetate
333.15,101.325,0.0144 ± 0.0015,1-butyl-3-methylimidazolium trifluoroacetate
338.15,101.325,0.0125 ± 0.0014,1-butyl-3-methylimidazolium trifluoroacetate
343.15,101.325,0.0109 ± 0.0012,1-butyl-3-methylimidazolium trifluoroacetate
348.15,101.325,0.0096 ± 0.0011,1-butyl-3-methylimidazolium trifluoroacetate
293.15,101.325,0.1143 ± 0.0028,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
298.15,101.325,0.0882 ± 0.0021,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
303.15,101.325,0.0684 ± 0.0016,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.0541 ± 0.0012,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.0432 ± 0.001,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.0351 ± 0.0008,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0289 ± 0.0006,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0244 ± 0.0005,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0203 ± 0.0004,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0173 ± 0.0004,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0148 ± 0.0003,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
293.15,101.325,0.693 ± 0.029,1-hexyl-3-methylimidazolium hexafluorophosphate
298.15,101.325,0.486 ± 0.019,1-hexyl-3-methylimidazolium hexafluorophosphate
303.15,101.325,0.351 ± 0.013,1-hexyl-3-methylimidazolium hexafluorophosphate
308.15,101.325,0.2554 ± 0.0088,1-hexyl-3-methylimidazolium hexafluorophosphate
313.15,101.325,0.1894 ± 0.0061,1-hexyl-3-methylimidazolium hexafluorophosphate
318.15,101.325,0.1475 ± 0.0044,1-hexyl-3-methylimidazolium hexafluorophosphate
323.15,101.325,0.1147 ± 0.0033,1-hexyl-3-methylimidazolium hexafluorophosphate
328.15,101.325,0.0911 ± 0.0025,1-hexyl-3-methylimidazolium hexafluorophosphate
333.15,101.325,0.0735 ± 0.002,1-hexyl-3-methylimidazolium hexafluorophosphate
338.15,101.325,0.06 ± 0.0016,1-hexyl-3-methylimidazolium hexafluorophosphate
343.15,101.325,0.0496 ± 0.0013,1-hexyl-3-methylimidazolium hexafluorophosphate
303.15,101.325,63 ± 12,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
308.15,101.325,33.8 ± 5.9,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
313.15,101.325,19 ± 3.1,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
318.15,101.325,11.1 ± 1.6,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
323.15,101.325,6.721 ± 0.89,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
328.15,101.325,4.213 ± 0.51,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
333.15,101.325,2.708 ± 0.29,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
338.15,101.325,1.817 ± 0.18,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
343.15,101.325,1.245 ± 0.11,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
348.15,101.325,0.873 ± 0.068,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
353.15,101.325,0.632 ± 0.044,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
293.15,101.325,0.005211 ± 6.6e-05,N-methyl-2-oxopyrrolidinium hexanoate
298.15,101.325,0.004549 ± 5.8e-05,N-methyl-2-oxopyrrolidinium hexanoate
303.15,101.325,0.003998 ± 5.1e-05,N-methyl-2-oxopyrrolidinium hexanoate
308.15,101.325,0.003543 ± 4.5e-05,N-methyl-2-oxopyrrolidinium hexanoate
313.15,101.325,0.003163 ± 4e-05,N-methyl-2-oxopyrrolidinium hexanoate
318.15,101.325,0.002843 ± 3.6e-05,N-methyl-2-oxopyrrolidinium hexanoate
323.15,101.325,0.00257 ± 3.3e-05,N-methyl-2-oxopyrrolidinium hexanoate
328.15,101.325,0.002336 ± 3e-05,N-methyl-2-oxopyrrolidinium hexanoate
333.15,101.325,0.002135 ± 2.8e-05,N-methyl-2-oxopyrrolidinium hexanoate
338.15,101.325,0.00196 ± 2.6e-05,N-methyl-2-oxopyrrolidinium hexanoate
343.15,101.325,0.001808 ± 2.4e-05,N-methyl-2-oxopyrrolidinium hexanoate
293.15,101.325,0.002451 ± 3.2e-05,N-methyl-2-oxopyrrolidinium formate
298.15,101.325,0.002217 ± 2.9e-05,N-methyl-2-oxopyrrolidinium formate
303.15,101.325,0.00202 ± 2.7e-05,N-methyl-2-oxopyrrolidinium formate
