"Heat capacity at constant pressure per unit volume, J/K/m<SUP>3</SUP>","Heat capacity at constant pressure, J/K/mol","Heat capacity at constant pressure<SUP>*</SUP>, J/K/mol","Pressure, kPa","Temperature, K",salt_name
,112.6,,101.325,101.26,1-butyl-3-methylimidazolium chloride
,113.9,,101.325,103.13,1-butyl-3-methylimidazolium chloride
,115.1,,101.325,104.78,1-butyl-3-methylimidazolium chloride
,116.4,,101.325,106.43,1-butyl-3-methylimidazolium chloride
,117.3,,101.325,108.3,1-butyl-3-methylimidazolium chloride
,118.8,,101.325,109.82,1-butyl-3-methylimidazolium chloride
,119.6,,101.325,111.47,1-butyl-3-methylimidazolium chloride
,120.4,,101.325,113.11,1-butyl-3-methylimidazolium chloride
,122,,101.325,114.91,1-butyl-3-methylimidazolium chloride
,123.4,,101.325,116.66,1-butyl-3-methylimidazolium chloride
,124.5,,101.325,118.35,1-butyl-3-methylimidazolium chloride
,125.6,,101.325,120.1,1-butyl-3-methylimidazolium chloride
,126.5,,101.325,121.95,1-butyl-3-methylimidazolium chloride
,127.9,,101.325,123.77,1-butyl-3-methylimidazolium chloride
,129.2,,101.325,125.44,1-butyl-3-methylimidazolium chloride
,130.2,,101.325,127.24,1-butyl-3-methylimidazolium chloride
,131.7,,101.325,129.04,1-butyl-3-methylimidazolium chloride
,132.5,,101.325,130.81,1-butyl-3-methylimidazolium chloride
,133.7,,101.325,132.71,1-butyl-3-methylimidazolium chloride
,134.9,,101.325,134.31,1-butyl-3-methylimidazolium chloride
,135.9,,101.325,136.16,1-butyl-3-methylimidazolium chloride
,137.3,,101.325,137.93,1-butyl-3-methylimidazolium chloride
,138.2,,101.325,139.85,1-butyl-3-methylimidazolium chloride
,139.2,,101.325,141.73,1-butyl-3-methylimidazolium chloride
,140.5,,101.325,143.7,1-butyl-3-methylimidazolium chloride
,141.7,,101.325,145.6,1-butyl-3-methylimidazolium chloride
,142.5,,101.325,147.55,1-butyl-3-methylimidazolium chloride
,144.4,,101.325,149.81,1-butyl-3-methylimidazolium chloride
,145.4,,101.325,151.86,1-butyl-3-methylimidazolium chloride
,146.7,,101.325,154.09,1-butyl-3-methylimidazolium chloride
,148.3,,101.325,156.36,1-butyl-3-methylimidazolium chloride
,149.3,,101.325,158.67,1-butyl-3-methylimidazolium chloride
,151.1,,101.325,160.95,1-butyl-3-methylimidazolium chloride
,152.3,,101.325,163.25,1-butyl-3-methylimidazolium chloride
,153.7,,101.325,165.43,1-butyl-3-methylimidazolium chloride
,155.4,,101.325,167.84,1-butyl-3-methylimidazolium chloride
,156.6,,101.325,170.29,1-butyl-3-methylimidazolium chloride
,158.9,,101.325,172.6,1-butyl-3-methylimidazolium chloride
,161,,101.325,175,1-butyl-3-methylimidazolium chloride
,162.9,,101.325,177.38,1-butyl-3-methylimidazolium chloride
,164.7,,101.325,179.86,1-butyl-3-methylimidazolium chloride
,166.5,,101.325,182.32,1-butyl-3-methylimidazolium chloride
,167.2,,101.325,184.9,1-butyl-3-methylimidazolium chloride
,168.4,,101.325,187.36,1-butyl-3-methylimidazolium chloride
,169.6,,101.325,189.97,1-butyl-3-methylimidazolium chloride
,171.4,,101.325,192.48,1-butyl-3-methylimidazolium chloride
,172.8,,101.325,195.06,1-butyl-3-methylimidazolium chloride
,174.7,,101.325,197.69,1-butyl-3-methylimidazolium chloride
,176.2,,101.325,200.28,1-butyl-3-methylimidazolium chloride
,178.2,,101.325,202.83,1-butyl-3-methylimidazolium chloride
,179.7,,101.325,205.54,1-butyl-3-methylimidazolium chloride
,181.4,,101.325,208.18,1-butyl-3-methylimidazolium chloride
,182.9,,101.325,210.68,1-butyl-3-methylimidazolium chloride
,184.2,,101.325,213.34,1-butyl-3-methylimidazolium chloride
,186.5,,101.325,216.03,1-butyl-3-methylimidazolium chloride
,188.1,,101.325,218.89,1-butyl-3-methylimidazolium chloride
,189.6,,101.325,221.62,1-butyl-3-methylimidazolium chloride
,191.6,,101.325,224.23,1-butyl-3-methylimidazolium chloride
,193.6,,101.325,226.94,1-butyl-3-methylimidazolium chloride
,196.6,,101.325,229.58,1-butyl-3-methylimidazolium chloride
,35.09,,101.325,24.781,N-octyl-1-octaminium hydrochloride
,38.86,,101.325,27.439,N-octyl-1-octaminium hydrochloride
,46,,101.325,30.191,N-octyl-1-octaminium hydrochloride
,54.76,,101.325,33.244,N-octyl-1-octaminium hydrochloride
,62.08,,101.325,36.339,N-octyl-1-octaminium hydrochloride
,71.25,,101.325,39.911,N-octyl-1-octaminium hydrochloride
,82.74,,101.325,43.927,N-octyl-1-octaminium hydrochloride
,94.29,,101.325,47.87,N-octyl-1-octaminium hydrochloride
,103.3,,101.325,50.948,N-octyl-1-octaminium hydrochloride
,106.6,,101.325,52.33,N-octyl-1-octaminium hydrochloride
,118.7,,101.325,56.712,N-octyl-1-octaminium hydrochloride
,119.3,,101.325,57.266,N-octyl-1-octaminium hydrochloride
,131,,101.325,61.883,N-octyl-1-octaminium hydrochloride
,130.7,,101.325,62.219,N-octyl-1-octaminium hydrochloride
,140.3,,101.325,66.652,N-octyl-1-octaminium hydrochloride
,140.6,,101.325,67.211,N-octyl-1-octaminium hydrochloride
,149.6,,101.325,71.901,N-octyl-1-octaminium hydrochloride
,159.9,,101.325,76.253,N-octyl-1-octaminium hydrochloride
,168,,101.325,80.569,N-octyl-1-octaminium hydrochloride
,175.9,,101.325,84.858,N-octyl-1-octaminium hydrochloride
,182.1,,101.325,88.764,N-octyl-1-octaminium hydrochloride
,183.2,,101.325,89.132,N-octyl-1-octaminium hydrochloride
,188.3,,101.325,91.915,N-octyl-1-octaminium hydrochloride
,190.8,,101.325,93.404,N-octyl-1-octaminium hydrochloride
,195.8,,101.325,96.72,N-octyl-1-octaminium hydrochloride
,197.9,,101.325,97.668,N-octyl-1-octaminium hydrochloride
,199.3,,101.325,98.793,N-octyl-1-octaminium hydrochloride
,204.5,,101.325,101.92,N-octyl-1-octaminium hydrochloride
,207.5,,101.325,104.49,N-octyl-1-octaminium hydrochloride
,208.9,,101.325,105.66,N-octyl-1-octaminium hydrochloride
,210.3,,101.325,106.19,N-octyl-1-octaminium hydrochloride
,216.2,,101.325,110.45,N-octyl-1-octaminium hydrochloride
,216.9,,101.325,111.76,N-octyl-1-octaminium hydrochloride
,218.3,,101.325,112.56,N-octyl-1-octaminium hydrochloride
,221.9,,101.325,114.72,N-octyl-1-octaminium hydrochloride
,225.7,,101.325,118.68,N-octyl-1-octaminium hydrochloride
,227.3,,101.325,118.99,N-octyl-1-octaminium hydrochloride
,227.4,,101.325,119.5,N-octyl-1-octaminium hydrochloride
,232.9,,101.325,123.27,N-octyl-1-octaminium hydrochloride
,234.2,,101.325,125.64,N-octyl-1-octaminium hydrochloride
,238.6,,101.325,127.54,N-octyl-1-octaminium hydrochloride
,241.9,,101.325,132.6,N-octyl-1-octaminium hydrochloride
,247.7,,101.325,136.34,N-octyl-1-octaminium hydrochloride
,250.5,,101.325,139.6,N-octyl-1-octaminium hydrochloride
,255.4,,101.325,141.51,N-octyl-1-octaminium hydrochloride
,258.2,,101.325,146.61,N-octyl-1-octaminium hydrochloride
,263.3,,101.325,150.48,N-octyl-1-octaminium hydrochloride
,267.3,,101.325,153.66,N-octyl-1-octaminium hydrochloride
,271,,101.325,157.5,N-octyl-1-octaminium hydrochloride
,276,,101.325,160.74,N-octyl-1-octaminium hydrochloride
,279.5,,101.325,164.54,N-octyl-1-octaminium hydrochloride
,283.9,,101.325,167.87,N-octyl-1-octaminium hydrochloride
,289.1,,101.325,171.61,N-octyl-1-octaminium hydrochloride
,292.7,,101.325,175.03,N-octyl-1-octaminium hydrochloride
,298.2,,101.325,178.74,N-octyl-1-octaminium hydrochloride
,302,,101.325,182.24,N-octyl-1-octaminium hydrochloride
,306.6,,101.325,185.93,N-octyl-1-octaminium hydrochloride
,311.1,,101.325,189.48,N-octyl-1-octaminium hydrochloride
,315.8,,101.325,193.17,N-octyl-1-octaminium hydrochloride
,320.5,,101.325,196.8,N-octyl-1-octaminium hydrochloride
,326.5,,101.325,200.45,N-octyl-1-octaminium hydrochloride
,331.5,,101.325,204.12,N-octyl-1-octaminium hydrochloride
,337.7,,101.325,207.77,N-octyl-1-octaminium hydrochloride
,341.5,,101.325,211.52,N-octyl-1-octaminium hydrochloride
,348.4,,101.325,215.11,N-octyl-1-octaminium hydrochloride
,353.7,,101.325,218.95,N-octyl-1-octaminium hydrochloride
,359.8,,101.325,222.48,N-octyl-1-octaminium hydrochloride
,364.8,,101.325,226.46,N-octyl-1-octaminium hydrochloride
,372.2,,101.325,229.89,N-octyl-1-octaminium hydrochloride
,377.7,,101.325,233.97,N-octyl-1-octaminium hydrochloride
,384.6,,101.325,237.3,N-octyl-1-octaminium hydrochloride
,392.7,,101.325,241.54,N-octyl-1-octaminium hydrochloride
,398.3,,101.325,244.74,N-octyl-1-octaminium hydrochloride
,413.6,,101.325,252.19,N-octyl-1-octaminium hydrochloride
,424.2,,101.325,256.71,N-octyl-1-octaminium hydrochloride
,428.5,,101.325,259.67,N-octyl-1-octaminium hydrochloride
,438.4,,101.325,264.28,N-octyl-1-octaminium hydrochloride
,446,,101.325,267.18,N-octyl-1-octaminium hydrochloride
,457,,101.325,271.88,N-octyl-1-octaminium hydrochloride
,465,,101.325,274.72,N-octyl-1-octaminium hydrochloride
,479.6,,101.325,279.48,N-octyl-1-octaminium hydrochloride
,484.2,,101.325,280.74,N-octyl-1-octaminium hydrochloride
,490.1,,101.325,282.28,N-octyl-1-octaminium hydrochloride
,499.6,,101.325,286.66,N-octyl-1-octaminium hydrochloride
,508.9,,101.325,287.12,N-octyl-1-octaminium hydrochloride
,509.3,,101.325,287.83,N-octyl-1-octaminium hydrochloride
,527.9,,101.325,288.99,N-octyl-1-octaminium hydrochloride
,527.9,,101.325,290.2,N-octyl-1-octaminium hydrochloride
,537,,101.325,291.37,N-octyl-1-octaminium hydrochloride
,566.5,,101.325,292.54,N-octyl-1-octaminium hydrochloride
,724,,101.325,293.61,N-octyl-1-octaminium hydrochloride
,1018,,101.325,294.06,N-octyl-1-octaminium hydrochloride
,1045,,101.325,294.06,N-octyl-1-octaminium hydrochloride
,1083,,101.325,294.12,N-octyl-1-octaminium hydrochloride
,1155,,101.325,294.13,N-octyl-1-octaminium hydrochloride
,1053,,101.325,294.14,N-octyl-1-octaminium hydrochloride
,1166,,101.325,294.2,N-octyl-1-octaminium hydrochloride
,1335,,101.325,294.31,N-octyl-1-octaminium hydrochloride
,1489,,101.325,294.43,N-octyl-1-octaminium hydrochloride
,1459,,101.325,294.57,N-octyl-1-octaminium hydrochloride
,1403,,101.325,294.74,N-octyl-1-octaminium hydrochloride
,1630,,101.325,294.96,N-octyl-1-octaminium hydrochloride
,2396,,101.325,295.2,N-octyl-1-octaminium hydrochloride
,2508,,101.325,295.47,N-octyl-1-octaminium hydrochloride
,2034,,101.325,295.85,N-octyl-1-octaminium hydrochloride
,1519,,101.325,296.34,N-octyl-1-octaminium hydrochloride
,1813,,101.325,296.88,N-octyl-1-octaminium hydrochloride
,385,,100,283.15,2-hydroxy-N-methylethanaminium pentanoate
,394,,100,287.15,2-hydroxy-N-methylethanaminium pentanoate
,396,,100,287.15,2-hydroxy-N-methylethanaminium pentanoate
,388,,100,288.15,2-hydroxy-N-methylethanaminium pentanoate
,394,,100,288.15,2-hydroxy-N-methylethanaminium pentanoate
,396,,100,288.15,2-hydroxy-N-methylethanaminium pentanoate
,396,,100,288.15,2-hydroxy-N-methylethanaminium pentanoate
,397,,100,288.15,2-hydroxy-N-methylethanaminium pentanoate
,395,,100,289.15,2-hydroxy-N-methylethanaminium pentanoate
,396,,100,289.15,2-hydroxy-N-methylethanaminium pentanoate
,396,,100,289.15,2-hydroxy-N-methylethanaminium pentanoate
,397,,100,289.15,2-hydroxy-N-methylethanaminium pentanoate
,395,,100,290.15,2-hydroxy-N-methylethanaminium pentanoate
,396,,100,290.15,2-hydroxy-N-methylethanaminium pentanoate
,397,,100,290.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,290.15,2-hydroxy-N-methylethanaminium pentanoate
,396,,100,291.15,2-hydroxy-N-methylethanaminium pentanoate
,397,,100,291.15,2-hydroxy-N-methylethanaminium pentanoate
,397,,100,291.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,291.15,2-hydroxy-N-methylethanaminium pentanoate
,396,,100,292.15,2-hydroxy-N-methylethanaminium pentanoate
,397,,100,292.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,292.15,2-hydroxy-N-methylethanaminium pentanoate
,399,,100,292.15,2-hydroxy-N-methylethanaminium pentanoate
,391,,100,293.15,2-hydroxy-N-methylethanaminium pentanoate
,396,,100,293.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,293.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,293.15,2-hydroxy-N-methylethanaminium pentanoate
,399,,100,293.15,2-hydroxy-N-methylethanaminium pentanoate
,397,,100,294.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,294.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,294.15,2-hydroxy-N-methylethanaminium pentanoate
,400,,100,294.15,2-hydroxy-N-methylethanaminium pentanoate
,397,,100,295.15,2-hydroxy-N-methylethanaminium pentanoate
,399,,100,295.15,2-hydroxy-N-methylethanaminium pentanoate
,399,,100,295.15,2-hydroxy-N-methylethanaminium pentanoate
,400,,100,295.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,296.15,2-hydroxy-N-methylethanaminium pentanoate
,399,,100,296.15,2-hydroxy-N-methylethanaminium pentanoate
,399,,100,296.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,296.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,297.15,2-hydroxy-N-methylethanaminium pentanoate
,400,,100,297.15,2-hydroxy-N-methylethanaminium pentanoate
,400,,100,297.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,297.15,2-hydroxy-N-methylethanaminium pentanoate
,394,,100,298.15,2-hydroxy-N-methylethanaminium pentanoate
,399,,100,298.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,298.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,298.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,298.15,2-hydroxy-N-methylethanaminium pentanoate
,400,,100,299.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,299.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,299.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,299.15,2-hydroxy-N-methylethanaminium pentanoate
,400,,100,300.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,300.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,300.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,300.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,301.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,301.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,301.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,301.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,302.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,302.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,302.15,2-hydroxy-N-methylethanaminium pentanoate
,404,,100,302.15,2-hydroxy-N-methylethanaminium pentanoate
,398,,100,303.15,2-hydroxy-N-methylethanaminium pentanoate
,401,,100,303.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,303.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,303.15,2-hydroxy-N-methylethanaminium pentanoate
,404,,100,303.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,304.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,304.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,304.15,2-hydroxy-N-methylethanaminium pentanoate
,404,,100,304.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,305.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,305.15,2-hydroxy-N-methylethanaminium pentanoate
,404,,100,305.15,2-hydroxy-N-methylethanaminium pentanoate
,405,,100,305.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,306.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,306.15,2-hydroxy-N-methylethanaminium pentanoate
,405,,100,306.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,307.15,2-hydroxy-N-methylethanaminium pentanoate
,402,,100,308.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,308.15,2-hydroxy-N-methylethanaminium pentanoate
,403,,100,309.15,2-hydroxy-N-methylethanaminium pentanoate
,404,,100,310.15,2-hydroxy-N-methylethanaminium pentanoate
,404,,100,311.15,2-hydroxy-N-methylethanaminium pentanoate
,405,,100,312.15,2-hydroxy-N-methylethanaminium pentanoate
,405,,100,313.15,2-hydroxy-N-methylethanaminium pentanoate
,405,,100,313.15,2-hydroxy-N-methylethanaminium pentanoate
,406,,100,314.15,2-hydroxy-N-methylethanaminium pentanoate
,406,,100,315.15,2-hydroxy-N-methylethanaminium pentanoate
,406,,100,316.15,2-hydroxy-N-methylethanaminium pentanoate
,406,,100,317.15,2-hydroxy-N-methylethanaminium pentanoate
,406,,100,318.15,2-hydroxy-N-methylethanaminium pentanoate
,409,,100,318.15,2-hydroxy-N-methylethanaminium pentanoate
,407,,100,319.15,2-hydroxy-N-methylethanaminium pentanoate
,407,,100,320.15,2-hydroxy-N-methylethanaminium pentanoate
,408,,100,321.15,2-hydroxy-N-methylethanaminium pentanoate
,408,,100,322.15,2-hydroxy-N-methylethanaminium pentanoate
,408,,100,323.15,2-hydroxy-N-methylethanaminium pentanoate
,413,,100,323.15,2-hydroxy-N-methylethanaminium pentanoate
,408,,100,324.15,2-hydroxy-N-methylethanaminium pentanoate
,409,,100,325.15,2-hydroxy-N-methylethanaminium pentanoate
,417,,100,328.15,2-hydroxy-N-methylethanaminium pentanoate
,421,,100,333.15,2-hydroxy-N-methylethanaminium pentanoate
,466.3,,101.325,195.88,1-methyl-3-octylimidazolium tetrafluoroborate
,465.8,,101.325,197.4,1-methyl-3-octylimidazolium tetrafluoroborate
,465.5,,101.325,198.93,1-methyl-3-octylimidazolium tetrafluoroborate
,464.9,,101.325,200.46,1-methyl-3-octylimidazolium tetrafluoroborate
,464.6,,101.325,202.1,1-methyl-3-octylimidazolium tetrafluoroborate
,464.1,,101.325,203.86,1-methyl-3-octylimidazolium tetrafluoroborate
,463.8,,101.325,205.61,1-methyl-3-octylimidazolium tetrafluoroborate
,463.5,,101.325,207.37,1-methyl-3-octylimidazolium tetrafluoroborate
,463.2,,101.325,209.14,1-methyl-3-octylimidazolium tetrafluoroborate
,463.2,,101.325,210.91,1-methyl-3-octylimidazolium tetrafluoroborate
,463.2,,101.325,212.69,1-methyl-3-octylimidazolium tetrafluoroborate
,463.2,,101.325,214.47,1-methyl-3-octylimidazolium tetrafluoroborate
,463.5,,101.325,216.25,1-methyl-3-octylimidazolium tetrafluoroborate
,463.5,,101.325,218.04,1-methyl-3-octylimidazolium tetrafluoroborate
,463.5,,101.325,218.59,1-methyl-3-octylimidazolium tetrafluoroborate
,463.8,,101.325,219.83,1-methyl-3-octylimidazolium tetrafluoroborate
,463.8,,101.325,220.61,1-methyl-3-octylimidazolium tetrafluoroborate
,464.1,,101.325,221.62,1-methyl-3-octylimidazolium tetrafluoroborate
,464.1,,101.325,222.57,1-methyl-3-octylimidazolium tetrafluoroborate
,464.4,,101.325,223.42,1-methyl-3-octylimidazolium tetrafluoroborate
,464.6,,101.325,224.52,1-methyl-3-octylimidazolium tetrafluoroborate
,464.6,,101.325,225.22,1-methyl-3-octylimidazolium tetrafluoroborate
,464.9,,101.325,226.48,1-methyl-3-octylimidazolium tetrafluoroborate
,464.9,,101.325,227.02,1-methyl-3-octylimidazolium tetrafluoroborate
,465.5,,101.325,228.43,1-methyl-3-octylimidazolium tetrafluoroborate
,465.5,,101.325,228.83,1-methyl-3-octylimidazolium tetrafluoroborate
,466.1,,101.325,230.39,1-methyl-3-octylimidazolium tetrafluoroborate
,466.3,,101.325,230.63,1-methyl-3-octylimidazolium tetrafluoroborate
,466.3,,101.325,232.35,1-methyl-3-octylimidazolium tetrafluoroborate
,466.6,,101.325,234.3,1-methyl-3-octylimidazolium tetrafluoroborate
,467.5,,101.325,236.26,1-methyl-3-octylimidazolium tetrafluoroborate
,468,,101.325,238.22,1-methyl-3-octylimidazolium tetrafluoroborate
,468.6,,101.325,240.18,1-methyl-3-octylimidazolium tetrafluoroborate
,469.4,,101.325,242.14,1-methyl-3-octylimidazolium tetrafluoroborate
,470.3,,101.325,244.1,1-methyl-3-octylimidazolium tetrafluoroborate
,470.8,,101.325,246.06,1-methyl-3-octylimidazolium tetrafluoroborate
,471.7,,101.325,247.53,1-methyl-3-octylimidazolium tetrafluoroborate
,471.7,,101.325,248.02,1-methyl-3-octylimidazolium tetrafluoroborate
,472.5,,101.325,249.36,1-methyl-3-octylimidazolium tetrafluoroborate
,472.5,,101.325,249.99,1-methyl-3-octylimidazolium tetrafluoroborate
,473.1,,101.325,251.18,1-methyl-3-octylimidazolium tetrafluoroborate
,473.4,,101.325,251.95,1-methyl-3-octylimidazolium tetrafluoroborate
,473.7,,101.325,253,1-methyl-3-octylimidazolium tetrafluoroborate
,474.2,,101.325,253.91,1-methyl-3-octylimidazolium tetrafluoroborate
,474.5,,101.325,254.83,1-methyl-3-octylimidazolium tetrafluoroborate
,475.1,,101.325,255.87,1-methyl-3-octylimidazolium tetrafluoroborate
,475.4,,101.325,256.65,1-methyl-3-octylimidazolium tetrafluoroborate
,476.2,,101.325,257.83,1-methyl-3-octylimidazolium tetrafluoroborate
,476.2,,101.325,258.48,1-methyl-3-octylimidazolium tetrafluoroborate
,477.3,,101.325,260.3,1-methyl-3-octylimidazolium tetrafluoroborate
,478.2,,101.325,262.13,1-methyl-3-octylimidazolium tetrafluoroborate
,479,,101.325,263.95,1-methyl-3-octylimidazolium tetrafluoroborate
,480.1,,101.325,265.78,1-methyl-3-octylimidazolium tetrafluoroborate
,481,,101.325,267.6,1-methyl-3-octylimidazolium tetrafluoroborate
,482.1,,101.325,269.43,1-methyl-3-octylimidazolium tetrafluoroborate
,483,,101.325,271.26,1-methyl-3-octylimidazolium tetrafluoroborate
,483.8,,101.325,273.08,1-methyl-3-octylimidazolium tetrafluoroborate
,484.6,,101.325,274.91,1-methyl-3-octylimidazolium tetrafluoroborate
,486.1,,101.325,276.74,1-methyl-3-octylimidazolium tetrafluoroborate
,486.9,,101.325,278.57,1-methyl-3-octylimidazolium tetrafluoroborate
,488,,101.325,280.39,1-methyl-3-octylimidazolium tetrafluoroborate
,488.9,,101.325,282.22,1-methyl-3-octylimidazolium tetrafluoroborate
,490,,101.325,284.05,1-methyl-3-octylimidazolium tetrafluoroborate
,490.8,,101.325,285.87,1-methyl-3-octylimidazolium tetrafluoroborate
,492,,101.325,287.7,1-methyl-3-octylimidazolium tetrafluoroborate
,493.1,,101.325,289.53,1-methyl-3-octylimidazolium tetrafluoroborate
,494.2,,101.325,291.35,1-methyl-3-octylimidazolium tetrafluoroborate
,495.1,,101.325,293.18,1-methyl-3-octylimidazolium tetrafluoroborate
,496.2,,101.325,295,1-methyl-3-octylimidazolium tetrafluoroborate
,497.3,,101.325,296.83,1-methyl-3-octylimidazolium tetrafluoroborate
,498.2,,101.325,298.65,1-methyl-3-octylimidazolium tetrafluoroborate
,499.3,,101.325,300.48,1-methyl-3-octylimidazolium tetrafluoroborate
,500.4,,101.325,302.36,1-methyl-3-octylimidazolium tetrafluoroborate
,501.6,,101.325,304.29,1-methyl-3-octylimidazolium tetrafluoroborate
,502.7,,101.325,306.22,1-methyl-3-octylimidazolium tetrafluoroborate
,503.8,,101.325,308.16,1-methyl-3-octylimidazolium tetrafluoroborate
,504.9,,101.325,310.09,1-methyl-3-octylimidazolium tetrafluoroborate
,505.8,,101.325,312.02,1-methyl-3-octylimidazolium tetrafluoroborate
,507.2,,101.325,313.95,1-methyl-3-octylimidazolium tetrafluoroborate
,508.3,,101.325,315.89,1-methyl-3-octylimidazolium tetrafluoroborate
,509.4,,101.325,317.82,1-methyl-3-octylimidazolium tetrafluoroborate
,510.6,,101.325,319.75,1-methyl-3-octylimidazolium tetrafluoroborate
,512,,101.325,321.68,1-methyl-3-octylimidazolium tetrafluoroborate
,513.1,,101.325,323.62,1-methyl-3-octylimidazolium tetrafluoroborate
,514.2,,101.325,325.55,1-methyl-3-octylimidazolium tetrafluoroborate
,515.1,,101.325,327.48,1-methyl-3-octylimidazolium tetrafluoroborate
,516.5,,101.325,329.41,1-methyl-3-octylimidazolium tetrafluoroborate
,517.9,,101.325,331.34,1-methyl-3-octylimidazolium tetrafluoroborate
,519.3,,101.325,333.27,1-methyl-3-octylimidazolium tetrafluoroborate
,520.4,,101.325,335.19,1-methyl-3-octylimidazolium tetrafluoroborate
,521.8,,101.325,337.12,1-methyl-3-octylimidazolium tetrafluoroborate
,523,,101.325,339.05,1-methyl-3-octylimidazolium tetrafluoroborate
,524.4,,101.325,340.97,1-methyl-3-octylimidazolium tetrafluoroborate
,525.5,,101.325,342.9,1-methyl-3-octylimidazolium tetrafluoroborate
,526.6,,101.325,344.82,1-methyl-3-octylimidazolium tetrafluoroborate
,528,,101.325,346.75,1-methyl-3-octylimidazolium tetrafluoroborate
,529.5,,101.325,348.68,1-methyl-3-octylimidazolium tetrafluoroborate
,530.9,,101.325,350.6,1-methyl-3-octylimidazolium tetrafluoroborate
,532.3,,101.325,352.53,1-methyl-3-octylimidazolium tetrafluoroborate
,533.4,,101.325,354.45,1-methyl-3-octylimidazolium tetrafluoroborate
,534.8,,101.325,356.38,1-methyl-3-octylimidazolium tetrafluoroborate
,535.9,,101.325,358.3,1-methyl-3-octylimidazolium tetrafluoroborate
,537.3,,101.325,360.22,1-methyl-3-octylimidazolium tetrafluoroborate
,539,,101.325,362.14,1-methyl-3-octylimidazolium tetrafluoroborate
,539.9,,101.325,364.06,1-methyl-3-octylimidazolium tetrafluoroborate
,541.3,,101.325,365.98,1-methyl-3-octylimidazolium tetrafluoroborate
,542.7,,101.325,367.89,1-methyl-3-octylimidazolium tetrafluoroborate
,81.93,,101.325,78.023,1-propylpyridinium bromide
,82.58,,101.325,79.011,1-propylpyridinium bromide
,83.51,,101.325,80.509,1-propylpyridinium bromide
,84.05,,101.325,81.987,1-propylpyridinium bromide
,85.09,,101.325,83.448,1-propylpyridinium bromide
,85.97,,101.325,84.877,1-propylpyridinium bromide
,87.2,,101.325,86.291,1-propylpyridinium bromide
,88.42,,101.325,87.683,1-propylpyridinium bromide
,89.68,,101.325,89.059,1-propylpyridinium bromide
,90.2,,101.325,90.419,1-propylpyridinium bromide
,90.6,,101.325,91.759,1-propylpyridinium bromide
,91.6,,101.325,93.086,1-propylpyridinium bromide
,92.7,,101.325,94.399,1-propylpyridinium bromide
,93.5,,101.325,95.699,1-propylpyridinium bromide
,94.3,,101.325,96.985,1-propylpyridinium bromide
,95.1,,101.325,98.259,1-propylpyridinium bromide
,95.9,,101.325,99.522,1-propylpyridinium bromide
,96.8,,101.325,100.773,1-propylpyridinium bromide
,97.2,,101.325,102.016,1-propylpyridinium bromide
,97.7,,101.325,103.246,1-propylpyridinium bromide
,98.8,,101.325,104.467,1-propylpyridinium bromide
,99.9,,101.325,105.68,1-propylpyridinium bromide
,100.3,,101.325,106.884,1-propylpyridinium bromide
,100.8,,101.325,108.077,1-propylpyridinium bromide
,101.9,,101.325,109.263,1-propylpyridinium bromide
,102.3,,101.325,110.443,1-propylpyridinium bromide
,102.7,,101.325,111.612,1-propylpyridinium bromide
