"Heat capacity at constant pressure per unit volume, J/K/m<SUP>3</SUP>","Heat capacity at constant pressure, J/K/mol","Heat capacity at constant pressure<SUP>*</SUP>, J/K/mol","Pressure, kPa","Temperature, K",salt_name
,527.1,,101.325,334.67,"1-benzyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
,530.3,,101.325,339.77,"1-benzyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
,533.5,,101.325,344.88,"1-benzyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
,537.1,,101.325,349.98,"1-benzyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
,540.5,,101.325,355.09,"1-benzyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
,691,,101.325,334.646,1-dodecyl-3-methylimidazolium hexafluorophosphate
,695,,101.325,339.733,1-dodecyl-3-methylimidazolium hexafluorophosphate
,700,,101.325,344.864,1-dodecyl-3-methylimidazolium hexafluorophosphate
,704,,101.325,349.989,1-dodecyl-3-methylimidazolium hexafluorophosphate
,710,,101.325,355.024,1-dodecyl-3-methylimidazolium hexafluorophosphate
,346.4,,101.325,300,1-pentylpyridinium hexafluorophosphate
,349.6,,101.325,305,1-pentylpyridinium hexafluorophosphate
,352.6,,101.325,310,1-pentylpyridinium hexafluorophosphate
,356.4,,101.325,315,1-pentylpyridinium hexafluorophosphate
,359.6,,101.325,320,1-pentylpyridinium hexafluorophosphate
,404,,101.325,380,1-propylpyridinium hexafluorophosphate
,409.7,,101.325,385,1-propylpyridinium hexafluorophosphate
,413.7,,101.325,390,1-propylpyridinium hexafluorophosphate
,417.3,,101.325,395,1-propylpyridinium hexafluorophosphate
,421.5,,101.325,400,1-propylpyridinium hexafluorophosphate
,379.6,,101.325,380,1-ethylpyridinium hexafluorophosphate
,382.6,,101.325,385,1-ethylpyridinium hexafluorophosphate
,385.8,,101.325,390,1-ethylpyridinium hexafluorophosphate
,388.4,,101.325,395,1-ethylpyridinium hexafluorophosphate
,389.6,,101.325,400,1-ethylpyridinium hexafluorophosphate
,485.5,,101.325,299.15,1-hexadecyl-3-methylimidazolium bromide
,601,,101.325,303.15,1-hexadecyl-3-methylimidazolium bromide
,623,,101.325,308.15,1-hexadecyl-3-methylimidazolium bromide
,635,,101.325,313.15,1-hexadecyl-3-methylimidazolium bromide
,659,,101.325,318.15,1-hexadecyl-3-methylimidazolium bromide
,693,,101.325,323.15,1-hexadecyl-3-methylimidazolium bromide
,333,,101.325,283.01,tetrapropylammonium bromide
,343,,101.325,293.14,tetrapropylammonium bromide
,351,,101.325,303.22,tetrapropylammonium bromide
,361,,101.325,313.15,tetrapropylammonium bromide
,375,,101.325,328.2,tetrapropylammonium bromide
,393,,101.325,348.43,tetrapropylammonium bromide
,615,,101.325,272.1,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,620,,101.325,280,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,626.3,,101.325,290,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,631.6,,101.325,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,632.9,,101.325,300,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,639.5,,101.325,310,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,417.4,,101.325,344.88,1-benzyl-3-methylimidazolium tetrafluoroborate
,417.9,,101.325,344.88,1-benzyl-3-methylimidazolium tetrafluoroborate
,420,,101.325,349.98,1-benzyl-3-methylimidazolium tetrafluoroborate
,420.9,,101.325,349.98,1-benzyl-3-methylimidazolium tetrafluoroborate
,423.3,,101.325,355.09,1-benzyl-3-methylimidazolium tetrafluoroborate
,423.4,,101.325,355.09,1-benzyl-3-methylimidazolium tetrafluoroborate
,388.8,,101.325,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
,395.5,,101.325,303.15,1-butyl-3-methylimidazolium tetrafluoroborate
,402.3,,101.325,308.15,1-butyl-3-methylimidazolium tetrafluoroborate
,406.8,,101.325,313.15,1-butyl-3-methylimidazolium tetrafluoroborate
,413.6,,101.325,318.15,1-butyl-3-methylimidazolium tetrafluoroborate
,418.1,,101.325,323.15,1-butyl-3-methylimidazolium tetrafluoroborate
,359.8,,101.325,293.15,1-butyl-3-methylimidazolium tetrafluoroborate
,363.1,,101.325,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
,366.1,,101.325,303.15,1-butyl-3-methylimidazolium tetrafluoroborate
,368.7,,101.325,308.15,1-butyl-3-methylimidazolium tetrafluoroborate
,371,,101.325,313.15,1-butyl-3-methylimidazolium tetrafluoroborate
,372.9,,101.325,318.15,1-butyl-3-methylimidazolium tetrafluoroborate
,425.1,,101.325,293.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,427.8,,101.325,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,430.4,,101.325,303.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,433,,101.325,308.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,435.5,,101.325,313.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,438.1,,101.325,318.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,392.2,,101.325,293.15,1-ethyl-3-methylimidazolium ethyl sulfate
,394.4,,101.325,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
,396.8,,101.325,303.15,1-ethyl-3-methylimidazolium ethyl sulfate
,399.3,,101.325,308.15,1-ethyl-3-methylimidazolium ethyl sulfate
,402,,101.325,313.15,1-ethyl-3-methylimidazolium ethyl sulfate
,404.9,,101.325,318.15,1-ethyl-3-methylimidazolium ethyl sulfate
,413.7,,101.325,293.15,1-butyl-3-methylimidazolium methyl sulfate
,416.2,,101.325,298.15,1-butyl-3-methylimidazolium methyl sulfate
,418.5,,101.325,303.15,1-butyl-3-methylimidazolium methyl sulfate
,420.9,,101.325,308.15,1-butyl-3-methylimidazolium methyl sulfate
,423.3,,101.325,313.15,1-butyl-3-methylimidazolium methyl sulfate
,425.6,,101.325,318.15,1-butyl-3-methylimidazolium methyl sulfate
,361.1,,101.325,293.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,363.2,,101.325,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,365.3,,101.325,303.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,367.4,,101.325,308.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,369.6,,101.325,313.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,371.8,,101.325,318.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,421.6,,101.325,293.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,424.1,,101.325,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,426.7,,101.325,303.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,429.5,,101.325,308.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,432.4,,101.325,313.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,435.5,,101.325,318.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,413.7,,101.325,293.15,1-butyl-3-methylimidazolium methyl sulfate
,416.2,,101.325,298.15,1-butyl-3-methylimidazolium methyl sulfate
,418.5,,101.325,303.15,1-butyl-3-methylimidazolium methyl sulfate
,420.9,,101.325,308.15,1-butyl-3-methylimidazolium methyl sulfate
,423.3,,101.325,313.15,1-butyl-3-methylimidazolium methyl sulfate
,425.6,,101.325,318.15,1-butyl-3-methylimidazolium methyl sulfate
,392.2,,101.325,293.15,1-ethyl-3-methylimidazolium ethyl sulfate
,394.4,,101.325,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
,396.8,,101.325,303.15,1-ethyl-3-methylimidazolium ethyl sulfate
,399.3,,101.325,308.15,1-ethyl-3-methylimidazolium ethyl sulfate
,402,,101.325,313.15,1-ethyl-3-methylimidazolium ethyl sulfate
,404.9,,101.325,318.15,1-ethyl-3-methylimidazolium ethyl sulfate
,421.6,,101.325,293.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,424.1,,101.325,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,426.7,,101.325,303.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,429.5,,101.325,308.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,432.4,,101.325,313.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,435.5,,101.325,318.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,361.1,,101.325,293.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,363.2,,101.325,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,365.3,,101.325,303.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,367.4,,101.325,308.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,369.6,,101.325,313.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,371.8,,101.325,318.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,361.1,,101.325,293.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,363.2,,101.325,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,365.3,,101.325,303.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,367.4,,101.325,308.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,369.6,,101.325,313.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,371.8,,101.325,318.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,359.8,,101.325,293.15,1-butyl-3-methylimidazolium tetrafluoroborate
,363.1,,101.325,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
,366.1,,101.325,303.15,1-butyl-3-methylimidazolium tetrafluoroborate
,368.7,,101.325,308.15,1-butyl-3-methylimidazolium tetrafluoroborate
,371,,101.325,313.15,1-butyl-3-methylimidazolium tetrafluoroborate
,372.9,,101.325,318.15,1-butyl-3-methylimidazolium tetrafluoroborate
,425.1,,101.325,293.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,427.8,,101.325,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,430.4,,101.325,303.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,433,,101.325,308.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,435.5,,101.325,313.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,438.1,,101.325,318.15,1-hexyl-3-methylimidazolium tetrafluoroborate
,392.2,,101.325,293.15,1-ethyl-3-methylimidazolium ethyl sulfate
,394.4,,101.325,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
,396.8,,101.325,303.15,1-ethyl-3-methylimidazolium ethyl sulfate
,399.3,,101.325,308.15,1-ethyl-3-methylimidazolium ethyl sulfate
,402,,101.325,313.15,1-ethyl-3-methylimidazolium ethyl sulfate
,404.9,,101.325,318.15,1-ethyl-3-methylimidazolium ethyl sulfate
,413.7,,101.325,293.15,1-butyl-3-methylimidazolium methyl sulfate
,416.2,,101.325,298.15,1-butyl-3-methylimidazolium methyl sulfate
,418.5,,101.325,303.15,1-butyl-3-methylimidazolium methyl sulfate
,420.9,,101.325,308.15,1-butyl-3-methylimidazolium methyl sulfate
,423.3,,101.325,313.15,1-butyl-3-methylimidazolium methyl sulfate
,425.6,,101.325,318.15,1-butyl-3-methylimidazolium methyl sulfate
,421.6,,101.325,293.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,424.1,,101.325,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,426.7,,101.325,303.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,429.5,,101.325,308.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,432.4,,101.325,313.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,435.5,,101.325,318.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
,340.7,,101.325,318.15,"1,3-dimethylimidazolium methylsulfate"
,344.6,,101.325,328.15,"1,3-dimethylimidazolium methylsulfate"
,352.5,,101.325,338.15,"1,3-dimethylimidazolium methylsulfate"
,364.2,,101.325,348.15,"1,3-dimethylimidazolium methylsulfate"
,379,,101.325,358.15,"1,3-dimethylimidazolium methylsulfate"
,396.1,,101.325,368.15,"1,3-dimethylimidazolium methylsulfate"
,484.2,,101.325,318.15,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
,494.4,,101.325,328.15,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
,507,,101.325,338.15,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
,526,,101.325,348.15,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
,555,,101.325,358.15,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
,599,,101.325,368.15,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
,902,,101.325,343.15,1-hexadecyl-3-methylimidazolium bromide
,900,,101.325,348.15,1-hexadecyl-3-methylimidazolium bromide
,902,,101.325,353.15,1-hexadecyl-3-methylimidazolium bromide
,901,,101.325,358.19,1-hexadecyl-3-methylimidazolium bromide
,901,,101.325,363.15,1-hexadecyl-3-methylimidazolium bromide
,897,,101.325,368.15,1-hexadecyl-3-methylimidazolium bromide
,897,,101.325,370.15,1-hexadecyl-3-methylimidazolium bromide
,239,,101.325,261.06,1-benzyl-3-methyl-1H-imidazolium chloride
,243.7,,101.325,265,1-benzyl-3-methyl-1H-imidazolium chloride
,253,,101.325,270,1-benzyl-3-methyl-1H-imidazolium chloride
,261.1,,101.325,275,1-benzyl-3-methyl-1H-imidazolium chloride
,269.2,,101.325,280,1-benzyl-3-methyl-1H-imidazolium chloride
,278.8,,101.325,285,1-benzyl-3-methyl-1H-imidazolium chloride
,288.5,,101.325,289.14,1-benzyl-3-methyl-1H-imidazolium chloride
,972,,101.325,319.25,3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,972,,101.325,320,3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,981,,101.325,330,3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,990,,101.325,340,3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,1000,,101.325,350,3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,1010,,101.325,360,3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,1022,,101.325,370,3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,451,,101.325,360.15,"N-ethyl-N,N-dimethyl-N-butylammonium ethyl sulfate"
,467,,101.325,365.15,"N-ethyl-N,N-dimethyl-N-butylammonium ethyl sulfate"
,478,,101.325,370.15,"N-ethyl-N,N-dimethyl-N-butylammonium ethyl sulfate"
,485,,101.325,375.15,"N-ethyl-N,N-dimethyl-N-butylammonium ethyl sulfate"
,491,,101.325,380.15,"N-ethyl-N,N-dimethyl-N-butylammonium ethyl sulfate"
,496,,101.325,385.15,"N-ethyl-N,N-dimethyl-N-butylammonium ethyl sulfate"
,500,,101.325,390.15,"N-ethyl-N,N-dimethyl-N-butylammonium ethyl sulfate"
,599,,101.325,293.1,1-methyl-3-octyl-1H-imidazol-3-ium L-serinate
,608,,101.325,303.1,1-methyl-3-octyl-1H-imidazol-3-ium L-serinate
,615,,101.325,313.1,1-methyl-3-octyl-1H-imidazol-3-ium L-serinate
,624,,101.325,323.1,1-methyl-3-octyl-1H-imidazol-3-ium L-serinate
,634,,101.325,333.1,1-methyl-3-octyl-1H-imidazol-3-ium L-serinate
,645,,101.325,343.1,1-methyl-3-octyl-1H-imidazol-3-ium L-serinate
,656,,101.325,353.1,1-methyl-3-octyl-1H-imidazol-3-ium L-serinate
,654,,101.325,293.1,1-methyl-3-octylimidazolium L-asparaginate
,663,,101.325,303.1,1-methyl-3-octylimidazolium L-asparaginate
,671,,101.325,313.1,1-methyl-3-octylimidazolium L-asparaginate
,683,,101.325,323.1,1-methyl-3-octylimidazolium L-asparaginate
,694,,101.325,333.1,1-methyl-3-octylimidazolium L-asparaginate
,706,,101.325,343.1,1-methyl-3-octylimidazolium L-asparaginate
,717,,101.325,353.1,1-methyl-3-octylimidazolium L-asparaginate
,562,,101.325,293.1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate
,570,,101.325,303.1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate
,579,,101.325,313.1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate
,591,,101.325,323.1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate
,603,,101.325,333.1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate
,616,,101.325,343.1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate
,628,,101.325,353.1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate
,592,,101.325,293.1,1-methyl-3-octylimidazolium L-alaninate
,601,,101.325,303.1,1-methyl-3-octylimidazolium L-alaninate
,609,,101.325,313.1,1-methyl-3-octylimidazolium L-alaninate
,620,,101.325,323.1,1-methyl-3-octylimidazolium L-alaninate
,633,,101.325,333.1,1-methyl-3-octylimidazolium L-alaninate
,645,,101.325,343.1,1-methyl-3-octylimidazolium L-alaninate
,657,,101.325,353.1,1-methyl-3-octylimidazolium L-alaninate
,504,,101.325,293.1,1-methyl-3-octylimidazolium glycinate
,512,,101.325,303.1,1-methyl-3-octylimidazolium glycinate
,518,,101.325,313.1,1-methyl-3-octylimidazolium glycinate
,527,,101.325,323.1,1-methyl-3-octylimidazolium glycinate
,537,,101.325,333.1,1-methyl-3-octylimidazolium glycinate
,547,,101.325,343.1,1-methyl-3-octylimidazolium glycinate
,556,,101.325,353.1,1-methyl-3-octylimidazolium glycinate
,484,,101.325,283.15,1-hexyl-3-methylimidazolium trifluoromethanesulfonate
,493,,101.325,293.15,1-hexyl-3-methylimidazolium trifluoromethanesulfonate
,500,,101.325,303.15,1-hexyl-3-methylimidazolium trifluoromethanesulfonate
,506,,101.325,313.15,1-hexyl-3-methylimidazolium trifluoromethanesulfonate
,513,,101.325,323.15,1-hexyl-3-methylimidazolium trifluoromethanesulfonate
,516,,101.325,333.15,1-hexyl-3-methylimidazolium trifluoromethanesulfonate
,522,,101.325,343.15,1-hexyl-3-methylimidazolium trifluoromethanesulfonate
,683,,101.325,283.15,tributylethylphosphonium diethylphosphate
,706,,101.325,293.15,tributylethylphosphonium diethylphosphate
,716,,101.325,303.15,tributylethylphosphonium diethylphosphate
,728,,101.325,313.15,tributylethylphosphonium diethylphosphate
,739,,101.325,323.15,tributylethylphosphonium diethylphosphate
,753,,101.325,333.15,tributylethylphosphonium diethylphosphate
,768,,101.325,343.15,tributylethylphosphonium diethylphosphate
,517,,101.325,283.15,1-ethyl-3-methylimidazolium diethylphosphate
,528,,101.325,293.15,1-ethyl-3-methylimidazolium diethylphosphate
,533,,101.325,303.15,1-ethyl-3-methylimidazolium diethylphosphate
,540,,101.325,313.15,1-ethyl-3-methylimidazolium diethylphosphate
,545,,101.325,323.15,1-ethyl-3-methylimidazolium diethylphosphate
,547,,101.325,333.15,1-ethyl-3-methylimidazolium diethylphosphate
,557,,101.325,343.15,1-ethyl-3-methylimidazolium diethylphosphate
,285,,101.325,283.15,1-ethyl-3-methylimidazolium thiocyanate
,287,,101.325,293.15,1-ethyl-3-methylimidazolium thiocyanate
,288,,101.325,303.15,1-ethyl-3-methylimidazolium thiocyanate
,290,,101.325,313.15,1-ethyl-3-methylimidazolium thiocyanate
,293,,101.325,323.15,1-ethyl-3-methylimidazolium thiocyanate
,296,,101.325,333.15,1-ethyl-3-methylimidazolium thiocyanate
,300,,101.325,343.15,1-ethyl-3-methylimidazolium thiocyanate
,327,,101.325,283.15,1-ethyl-3-methylimidazolium methanesulfonate
,327,,101.325,293.15,1-ethyl-3-methylimidazolium methanesulfonate
,330,,101.325,303.15,1-ethyl-3-methylimidazolium methanesulfonate
,334,,101.325,313.15,1-ethyl-3-methylimidazolium methanesulfonate
,339,,101.325,323.15,1-ethyl-3-methylimidazolium methanesulfonate
,344,,101.325,333.15,1-ethyl-3-methylimidazolium methanesulfonate
,350,,101.325,343.15,1-ethyl-3-methylimidazolium methanesulfonate
,290,,101.325,283.15,1-ethyl-3-methylimidazolium hydrogen sulfate
,294,,101.325,293.15,1-ethyl-3-methylimidazolium hydrogen sulfate
,297,,101.325,303.15,1-ethyl-3-methylimidazolium hydrogen sulfate
,302,,101.325,313.15,1-ethyl-3-methylimidazolium hydrogen sulfate
,306,,101.325,323.15,1-ethyl-3-methylimidazolium hydrogen sulfate
,313,,101.325,333.15,1-ethyl-3-methylimidazolium hydrogen sulfate
,324,,101.325,343.15,1-ethyl-3-methylimidazolium hydrogen sulfate
,362,,101.325,283.15,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
,367,,101.325,293.15,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
,371,,101.325,303.15,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
,376,,101.325,313.15,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
,381,,101.325,323.15,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
,387,,101.325,333.15,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
,394,,101.325,343.15,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
,324,,101.325,283.15,1-ethyl-3-methylimidazolium methylsulfate
,330,,101.325,293.15,1-ethyl-3-methylimidazolium methylsulfate
,332,,101.325,303.15,1-ethyl-3-methylimidazolium methylsulfate
,337,,101.325,313.15,1-ethyl-3-methylimidazolium methylsulfate
,343,,101.325,323.15,1-ethyl-3-methylimidazolium methylsulfate
,347,,101.325,333.15,1-ethyl-3-methylimidazolium methylsulfate
,354,,101.325,343.15,1-ethyl-3-methylimidazolium methylsulfate
,365,,101.3,283.15,1-ethyl-3-methylimidazolium ethyl sulfate
,371,,101.3,293.15,1-ethyl-3-methylimidazolium ethyl sulfate
,380,,101.3,303.15,1-ethyl-3-methylimidazolium ethyl sulfate
,386,,101.3,313.15,1-ethyl-3-methylimidazolium ethyl sulfate
,392,,101.3,323.15,1-ethyl-3-methylimidazolium ethyl sulfate
,397,,101.3,333.15,1-ethyl-3-methylimidazolium ethyl sulfate
,403,,101.3,343.15,1-ethyl-3-methylimidazolium ethyl sulfate
,353,,101.3,283.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,358,,101.3,293.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,366,,101.3,303.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,371,,101.3,313.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,376,,101.3,323.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,380,,101.3,333.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,384,,101.3,343.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,308,,101.3,283.15,1-ethyl-3-methylimidazolium trifluoroacetate
,313,,101.3,293.15,1-ethyl-3-methylimidazolium trifluoroacetate
,320,,101.3,303.15,1-ethyl-3-methylimidazolium trifluoroacetate
,324,,101.3,313.15,1-ethyl-3-methylimidazolium trifluoroacetate
,328,,101.3,323.15,1-ethyl-3-methylimidazolium trifluoroacetate
,332,,101.3,333.15,1-ethyl-3-methylimidazolium trifluoroacetate
,337,,101.3,343.15,1-ethyl-3-methylimidazolium trifluoroacetate
,769,,101.3,298.15,1H-imidazolium octanoate
,772.4,,101.3,303.15,1H-imidazolium octanoate
,772.6,,101.3,303.15,1H-imidazolium octanoate
,782.2,,101.3,308.15,1H-imidazolium octanoate
,782.3,,101.3,308.15,1H-imidazolium octanoate
,788.1,,101.3,313.15,1H-imidazolium octanoate
,788.2,,101.3,313.15,1H-imidazolium octanoate
,244,,101.325,273,1-ethyl-3-methylimidazolium tetrafluoroborate
,250,,101.325,293,1-ethyl-3-methylimidazolium tetrafluoroborate
