"Electrical conductivity, S/m","Frequency, MHz","Pressure, kPa","Temperature, K",salt_name
0.534,,101.325,283.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
0.647,,101.325,288.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
0.772,,101.325,293.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
0.91,,101.325,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
0.915,,101.325,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
1.061,,101.325,303.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
1.419,,101.325,313.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
1.82,,101.325,323.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
2.246,,101.325,333.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
2.756,,101.325,343.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
3.287,,101.325,353.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
0.0488,,101,303.15,"1-butyl-2,3-dimethylimidazolium azide"
0.0756,,101,308.15,"1-butyl-2,3-dimethylimidazolium azide"
0.1118,,101,313.15,"1-butyl-2,3-dimethylimidazolium azide"
0.1591,,101,318.15,"1-butyl-2,3-dimethylimidazolium azide"
0.2192,,101,323.15,"1-butyl-2,3-dimethylimidazolium azide"
0.294,,101,328.15,"1-butyl-2,3-dimethylimidazolium azide"
0.383,,101,333.15,"1-butyl-2,3-dimethylimidazolium azide"
0.49,,101,338.15,"1-butyl-2,3-dimethylimidazolium azide"
0.614,,101,343.15,"1-butyl-2,3-dimethylimidazolium azide"
0.756,,101,348.15,"1-butyl-2,3-dimethylimidazolium azide"
0.918,,101,353.15,"1-butyl-2,3-dimethylimidazolium azide"
1.0984,,101,358.15,"1-butyl-2,3-dimethylimidazolium azide"
1.2989,,101,363.15,"1-butyl-2,3-dimethylimidazolium azide"
1.5192,,101,368.15,"1-butyl-2,3-dimethylimidazolium azide"
0.0758,,101,303.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.106,,101,308.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.1449,,101,313.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.1937,,101,318.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.254,,101,323.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.327,,101,328.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.415,,101,333.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.518,,101,338.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.639,,101,343.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.779,,101,348.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.939,,101,353.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
1.1199,,101,358.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
1.3236,,101,363.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
1.5511,,101,368.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
0.00183,,101.325,298.1,1-ethyl-3-methylimidazolium chloride
0.00254,,101.325,303.1,1-ethyl-3-methylimidazolium chloride
0.00358,,101.325,308.1,1-ethyl-3-methylimidazolium chloride
0.00496,,101.325,313.1,1-ethyl-3-methylimidazolium chloride
0.00741,,101.325,318.1,1-ethyl-3-methylimidazolium chloride
0.0109,,101.325,323.1,1-ethyl-3-methylimidazolium chloride
0.0165,,101.325,328.1,1-ethyl-3-methylimidazolium chloride
0.022,,101.325,333.1,1-ethyl-3-methylimidazolium chloride
0.0335,,101.325,338.1,1-ethyl-3-methylimidazolium chloride
0.0502,,101.325,343.1,1-ethyl-3-methylimidazolium chloride
0.0871,,101.325,348.1,1-ethyl-3-methylimidazolium chloride
0.235,,101.325,353.1,1-ethyl-3-methylimidazolium chloride
0.701,,101.325,358.1,1-ethyl-3-methylimidazolium chloride
2.3,,101.325,363.1,1-ethyl-3-methylimidazolium chloride
2.62,,101.325,368.1,1-ethyl-3-methylimidazolium chloride
0.0283,,101.325,283.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.0439,,101.325,288.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.0648,,101.325,293.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.0919,,101.325,298.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.1294,,101.325,303.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.1727,,101.325,308.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.225,,101.325,313.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.285,,101.325,318.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.36,,101.325,323.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.441,,101.325,328.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.536,,101.325,333.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.644,,101.325,338.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.756,,101.325,343.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.878,,101.325,348.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
1.012,,101.325,353.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
0.1319,,101.325,283.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.1794,,101.325,288.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.237,,101.325,293.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.305,,101.325,298.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.387,,101.325,303.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.481,,101.325,308.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.589,,101.325,313.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.704,,101.325,318.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.83,,101.325,323.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.967,,101.325,328.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.112,,101.325,333.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.277,,101.325,338.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.447,,101.325,343.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.626,,101.325,348.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.815,,101.325,353.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.0839,,100,283.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.1101,,100,288.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.1447,,100,293.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.1852,,100,298.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.231,,100,303.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.283,,100,308.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.346,,100,313.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.415,,100,318.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.487,,100,323.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.571,,100,328.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.652,,100,333.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.756,,100,338.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.861,,100,343.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.968,,100,348.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
1.075,,100,353.15,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide
0.266,,101.325,303.15,1-butylpyridinium trifluoromethanesulfonate
0.299,,101.325,305.65,1-butylpyridinium trifluoromethanesulfonate
0.333,,101.325,308.15,1-butylpyridinium trifluoromethanesulfonate
0.371,,101.325,310.65,1-butylpyridinium trifluoromethanesulfonate
0.411,,101.325,313.15,1-butylpyridinium trifluoromethanesulfonate
0.454,,101.325,315.65,1-butylpyridinium trifluoromethanesulfonate
0.501,,101.325,318.15,1-butylpyridinium trifluoromethanesulfonate
0.55,,101.325,320.65,1-butylpyridinium trifluoromethanesulfonate
0.601,,101.325,323.15,1-butylpyridinium trifluoromethanesulfonate
0.655,,101.325,325.65,1-butylpyridinium trifluoromethanesulfonate
0.707,,101.325,328.15,1-butylpyridinium trifluoromethanesulfonate
0.773,,101.325,330.65,1-butylpyridinium trifluoromethanesulfonate
0.839,,101.325,333.15,1-butylpyridinium trifluoromethanesulfonate
0.904,,101.325,335.65,1-butylpyridinium trifluoromethanesulfonate
0.975,,101.325,338.15,1-butylpyridinium trifluoromethanesulfonate
0.1,,101.325,278.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.132,,101.325,283.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.172,,101.325,288.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.217,,101.325,293.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.272,,101.325,298.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.335,,101.325,303.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.409,,101.325,308.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.49,,101.325,313.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.576,,101.325,318.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.69,,101.325,323.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.796,,101.325,328.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.91,,101.325,333.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
1.031,,101.325,338.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
1.16,,101.325,343.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
1.296,,101.325,348.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
1.437,,101.325,353.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.1524,,100,278.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.199,,100,283.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.253,,100,288.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.318,,100,293.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.393,,100,298.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.476,,100,303.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.571,,100,308.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.671,,100,313.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.786,,100,318.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.904,,100,323.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
1.036,,100,328.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
1.179,,100,333.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
1.329,,100,338.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
1.485,,100,343.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
1.65,,100,348.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
1.828,,100,353.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
0.0495,,100,278.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.067,,100,283.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.0885,,100,288.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.1157,,100,293.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.148,,100,298.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.1869,,100,303.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.231,,100,308.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.283,,100,313.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.342,,100,318.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.406,,100,323.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.477,,100,328.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.553,,100,333.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.638,,100,338.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.728,,100,343.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.822,,100,348.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.92,,100,353.15,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.633,,101.325,333.1,1-ethyl-3-methylimidazolium iodide
0.752,,101.325,338.1,1-ethyl-3-methylimidazolium iodide
0.871,,101.325,343.1,1-ethyl-3-methylimidazolium iodide
1,,101.325,348.1,1-ethyl-3-methylimidazolium iodide
0.827,,101.325,350.1,1-ethyl-3-methylimidazolium iodide
1.14,,101.325,353.1,1-ethyl-3-methylimidazolium iodide
1.22,,101.325,353.1,1-ethyl-3-methylimidazolium iodide
1.4,,101.325,363.1,1-ethyl-3-methylimidazolium iodide
1.58,,101.325,373.1,1-ethyl-3-methylimidazolium iodide
1.93,,101.325,383.1,1-ethyl-3-methylimidazolium iodide
2.24,,101.325,393.1,1-ethyl-3-methylimidazolium iodide
2.55,,101.325,403.1,1-ethyl-3-methylimidazolium iodide
2.84,,101.325,413.1,1-ethyl-3-methylimidazolium iodide
3.14,,101.325,423.1,1-ethyl-3-methylimidazolium iodide
3.43,,101.325,433.1,1-ethyl-3-methylimidazolium iodide
3.74,,101.325,443.1,1-ethyl-3-methylimidazolium iodide
3.91,,101.325,453.1,1-ethyl-3-methylimidazolium iodide
0.04134,,101.325,273.15,1-ethyl-3-methylimidazolium methanesulfonate
0.0656,,101.325,278.15,1-ethyl-3-methylimidazolium methanesulfonate
0.0988,,101.325,283.15,1-ethyl-3-methylimidazolium methanesulfonate
0.142,,101.325,288.15,1-ethyl-3-methylimidazolium methanesulfonate
0.1972,,101.325,293.15,1-ethyl-3-methylimidazolium methanesulfonate
0.2594,,101.325,298.15,1-ethyl-3-methylimidazolium methanesulfonate
0.2649,,101.325,298.15,1-ethyl-3-methylimidazolium methanesulfonate
0.265,,101.325,298.15,1-ethyl-3-methylimidazolium methanesulfonate
0.2981,,101.325,300.65,1-ethyl-3-methylimidazolium methanesulfonate
0.3402,,101.325,303.15,1-ethyl-3-methylimidazolium methanesulfonate
0.3464,,101.325,303.15,1-ethyl-3-methylimidazolium methanesulfonate
0.3862,,101.325,305.65,1-ethyl-3-methylimidazolium methanesulfonate
0.4351,,101.325,308.15,1-ethyl-3-methylimidazolium methanesulfonate
0.4882,,101.325,310.65,1-ethyl-3-methylimidazolium methanesulfonate
0.553,,101.325,313.15,1-ethyl-3-methylimidazolium methanesulfonate
0.821,,101.325,323.15,1-ethyl-3-methylimidazolium methanesulfonate
1.151,,101.325,333.15,1-ethyl-3-methylimidazolium methanesulfonate
1.546,,101.325,343.15,1-ethyl-3-methylimidazolium methanesulfonate
1.994,,101.325,353.15,1-ethyl-3-methylimidazolium methanesulfonate
0.407,0.001,100,293.15,1-ethylpyridinium triflate
0.456,0.001,100,295.65,1-ethylpyridinium triflate
0.502,0.001,100,298.15,1-ethylpyridinium triflate
0.556,0.001,100,300.65,1-ethylpyridinium triflate
0.613,0.001,100,303.15,1-ethylpyridinium triflate
0.676,0.001,100,305.65,1-ethylpyridinium triflate
0.744,0.001,100,308.15,1-ethylpyridinium triflate
0.808,0.001,100,310.65,1-ethylpyridinium triflate
0.872,0.001,100,313.15,1-ethylpyridinium triflate
0.953,0.001,100,315.65,1-ethylpyridinium triflate
1.025,0.001,100,318.15,1-ethylpyridinium triflate
1.126,0.001,100,320.65,1-ethylpyridinium triflate
1.21,0.001,100,323.15,1-ethylpyridinium triflate
1.303,0.001,100,325.65,1-ethylpyridinium triflate
1.391,0.001,100,328.15,1-ethylpyridinium triflate
1.469,0.001,100,330.65,1-ethylpyridinium triflate
1.59,0.001,100,333.15,1-ethylpyridinium triflate
1.675,0.001,100,335.65,1-ethylpyridinium triflate
1.784,0.001,100,338.15,1-ethylpyridinium triflate
0.0776,,101,278.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.1359,,101,288.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.2178,,101,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.3275,,101,308.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.466,,101,318.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.634,,101,328.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.83,,101,338.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.054,,101,348.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.304,,101,358.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.579,,101,368.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.875,,101,378.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.192,,101,388.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.526,,101,398.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.878,,101,408.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3.243,,101,418.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3.622,,101,428.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
4.012,,101,438.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
4.414,,101,448.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
4.822,,101,458.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
5.237,,101,468.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.224,,101,278.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
0.362,,101,288.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
0.539,,101,298.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
0.757,,101,308.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
1.018,,101,318.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
1.318,,101,328.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
1.658,,101,338.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
2.028,,101,348.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
2.429,,101,358.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
2.856,,101,368.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
3.308,,101,378.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
3.781,,101,388.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
4.275,,101,398.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
4.786,,101,408.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
5.309,,101,418.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
5.847,,101,428.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
6.399,,101,438.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
6.963,,101,448.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
7.533,,101,458.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
8.112,,101,468.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
0.0164,,101.325,268.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.0385,,101.325,278.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.0792,,101.325,288.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.1465,,101.325,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.248,,101.325,308.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.39,,101.325,318.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.578,,101.325,328.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.815,,101.325,338.15,1-butyl-3-methylimidazolium hexafluorophosphate
1.102,,101.325,348.15,1-butyl-3-methylimidazolium hexafluorophosphate
1.44,,101.325,358.15,1-butyl-3-methylimidazolium hexafluorophosphate
1.825,,101.325,368.15,1-butyl-3-methylimidazolium hexafluorophosphate
2.26,,101.325,378.15,1-butyl-3-methylimidazolium hexafluorophosphate
2.74,,101.325,388.15,1-butyl-3-methylimidazolium hexafluorophosphate
3.25,,101.325,398.15,1-butyl-3-methylimidazolium hexafluorophosphate
3.81,,101.325,408.15,1-butyl-3-methylimidazolium hexafluorophosphate
4.39,,101.325,418.15,1-butyl-3-methylimidazolium hexafluorophosphate
5.01,,101.325,428.15,1-butyl-3-methylimidazolium hexafluorophosphate
5.65,,101.325,438.15,1-butyl-3-methylimidazolium hexafluorophosphate
6.31,,101.325,448.15,1-butyl-3-methylimidazolium hexafluorophosphate
7,,101.325,458.15,1-butyl-3-methylimidazolium hexafluorophosphate
7.69,,101.325,468.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.0539,,101.325,268.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.1038,,101.325,278.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.1808,,101.325,288.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.29,,101.325,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.436,,101.325,308.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.621,,101.325,318.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.848,,101.325,328.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
1.117,,101.325,338.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
1.426,,101.325,348.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
1.775,,101.325,358.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
2.16,,101.325,368.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
2.6,,101.325,378.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
3.04,,101.325,388.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
3.52,,101.325,398.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
4.03,,101.325,408.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
4.56,,101.325,418.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
5.12,,101.325,428.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
5.69,,101.325,438.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
6.28,,101.325,448.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
6.88,,101.325,458.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
7.5,,101.325,468.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.525,,101.325,288.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.577,,101.325,290.65,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.644,,101.325,293.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.714,,101.325,295.65,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.786,,101.325,298.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.86,,101.325,300.65,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
