"Molar volume, m<SUP>3</SUP>/mol","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>","Specific volume, m<SUP>3</SUP>/kg","Temperature, K",salt_name,salt_SMILES,cation_name,anion_name,cation_SMILES,anion_SMILES
,101.325,1188.2,,373.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1245.2,,288.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1245.2,,288.16,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1243.5,,290.64,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1243.5,,290.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1241.8,,293.14,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1241.8,,293.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1240.2,,295.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1240.2,,295.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1238.5,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1238.5,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1236.8,,300.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1236.8,,300.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1235.1,,303.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1235.1,,303.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1233.4,,305.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1233.4,,305.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1231.7,,308.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1231.7,,308.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1230.0,,310.64,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1230.0,,310.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1228.3,,313.14,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1228.3,,313.14,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1226.6,,315.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1226.6,,315.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1225.0,,318.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1225.0,,318.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1223.3,,320.64,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1223.3,,320.64,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1221.6,,323.14,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1221.6,,323.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1219.9,,325.64,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1219.9,,325.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1218.3,,328.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1218.3,,328.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1243.24,,290.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1243.24,,290.66,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1241.55,,293.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1241.54,,293.16,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1239.85,,295.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1239.85,,295.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1238.14,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1238.15,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1238.15,,298.16,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1236.44,,300.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1236.46,,300.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1236.45,,300.66,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1234.75,,303.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1234.75,,303.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1234.76,,303.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1233.06,,305.64,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1233.06,,305.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1233.06,,305.66,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1231.37,,308.14,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1231.37,,308.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1231.37,,308.16,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1229.68,,310.64,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1229.69,,310.64,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1229.68,,310.66,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1228.0,,313.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1228.0,,313.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1228.0,,313.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1226.32,,315.64,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1226.31,,315.66,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1224.63,,318.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1224.64,,318.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1224.64,,318.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1222.96,,320.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1222.96,,320.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1222.96,,320.65,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,1000.0,1243.0,,293.47,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,1000.0,1226.0,,322.31,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,1000.0,1208.0,,352.33,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,1000.0,1195.0,,373.36,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,1000.0,1184.0,,391.39,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,1000.0,1170.0,,414.95,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,5000.0,1246.0,,293.47,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,5000.0,1230.0,,322.31,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,5000.0,1212.0,,352.33,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,5000.0,1199.0,,373.36,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,5000.0,1189.0,,391.39,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,5000.0,1175.0,,414.95,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,10000.0,1251.0,,293.46,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,10000.0,1234.0,,322.32,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,10000.0,1217.0,,352.33,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,10000.0,1205.0,,373.36,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,10000.0,1195.0,,391.39,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,10000.0,1181.0,,414.94,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,20000.0,1259.0,,293.46,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,20000.0,1243.0,,322.31,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,20000.0,1227.0,,352.34,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,20000.0,1215.0,,373.37,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,20000.0,1205.0,,391.41,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,20000.0,1192.0,,414.94,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,30000.0,1268.0,,293.47,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,30000.0,1252.0,,322.33,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,30000.0,1236.0,,352.34,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,30000.0,1225.0,,373.36,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,30000.0,1215.0,,391.39,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
