Density (kg/m Experimental),Temperature (K),Pressure (kPa),Salt Name,Prediction for alpha of 1.0,Prediction for alpha of 0.9,Prediction for alpha of 0.8,Prediction for alpha of 0.7,Prediction for alpha of 0.6,Prediction for alpha of 0.5,Prediction for alpha of 0.4,Prediction for alpha of 0.3,Prediction for alpha of 0.2,Prediction for alpha of 0.1
7.30881737471,323.15,101.325,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21794834151,7.22032988797,7.22837128999,7.23670406671,7.24410595062,7.25064218176,7.2571784129,7.26371404425,7.27310274892,7.28513860358
7.15007380968,305.15,101.0,1-ethyl-3-methylimidazolium tetrafluoroborate,7.05751022493,7.05959026902,7.06674896794,7.0741691208,7.08102289947,7.08379344799,7.08656399652,7.0893342236,7.10130694974,7.12076125141
6.95797299514,318.27,210.0,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,6.95111713839,6.95484921138,6.96112957404,6.96754112505,6.97196551549,6.97490443368,6.97784335187,6.98078161944,6.98668604506,6.99547558564
7.11777306308,304.15,101.325,1-ethyl-3-methylimidazolium ethyl sulfate,7.10204812129,7.1011029161,7.10343908906,7.10594419046,7.10938821842,7.11318651282,7.11698480722,7.12078272853,7.12220288004,7.12253498833
7.01562264985,303.15,101.325,1-ethyl-3-methylimidazolium thiocyanate,7.06006911473,7.05728588224,7.05652040834,7.05585881056,7.05669636726,7.05882128652,7.06094620577,7.06307084744,7.05949500618,7.0544580034
7.05789793741,313.3,60000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.07824613676,7.07986366215,7.07752810307,7.07498903547,7.07335235129,7.06987604116,7.06639973103,7.0629241218,7.0640350365,7.06861458901
7.16425623395,393.15,2000.0,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,7.12052228258,7.12075157617,7.12504931687,7.12955650507,7.12911825672,7.1260727114,7.12302716608,7.11998124499,7.12340412563,7.12900450381
7.04315991599,393.0,130000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.10249354434,7.10357048018,7.10043057898,7.09707359102,7.09146705072,7.08315546069,7.07484387066,7.06653300821,7.06209495056,7.06070438248
7.13655480507,333.15,101.325,1-ethyl-3-methylimidazolium methylsulfate,7.09626073439,7.09453241844,7.09557739755,7.09676514852,7.09735842571,7.09829981799,7.09924121027,7.10018226186,7.1012274264,7.10048596426
6.99933122247,333.15,101.325,1-ethyl-3-methylimidazolium thiocyanate,7.06006911473,7.05728588224,7.05652040834,7.05585881056,7.0548220005,7.05434311765,7.0538642348,7.05338508874,7.04745562781,7.04032611269
7.33498187887,293.15,10000.0,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.22137715876,7.22368226064,7.23160992093,7.23982703583,7.24924606945,7.25868053939,7.26811500933,7.2775488635,7.28939071345,7.30346095927
7.12873649413,293.15,101.325,1-ethyl-3-methylimidazolium methanesulfonate,7.08782337538,7.08519279568,7.08475524951,7.08443060278,7.08632306861,7.09029453337,7.09426599813,7.09823712644,7.10283873863,7.10474594295
7.16394668434,298.2,173200.0,1-octyl-3-methylimidazolium hexafluorophosphate,7.19969362942,7.19876927829,7.19297828489,7.18693675215,7.18774108072,7.19251186998,7.19728265924,7.2020539174,7.20223851431,7.19845560234
6.81157472051,293.15,35000.0,trihexyl(tetradecyl)phosphonium chloride,6.7937627709,6.79069810485,6.78552032376,6.78023375751,6.77709513673,6.7764584442,6.77582175168,6.77518475768,6.77346899868,6.76958895179
7.12985828912,293.15,20000.0,1-ethyl-3-methylimidazolium ethyl sulfate,7.1089408539,7.10784197705,7.10994950227,7.11222209608,7.11664041932,7.12198532848,7.12733023764,7.13267476517,7.13515798054,7.13614050606
7.09049341566,353.15,101.325,1-ethyl-3-methylimidazolium ethyl sulfate,7.10204812129,7.1011029161,7.10343908906,7.10594419046,7.10632675271,7.10587217034,7.10541758797,7.10496265598,7.10253856204,7.09945290017
7.05308430505,323.15,60000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.07824613676,7.07986366215,7.07752810307,7.07498903547,7.0727369342,7.06840570905,7.0640744839,7.05974396436,7.06008210726,7.06397461823
7.00660464302,313.15,20000.0,1-methyl-3-octylimidazolium tetrafluoroborate,7.06436518871,7.06629175047,7.06001686247,7.0533197561,7.04669677902,7.03838626453,7.03007575003,7.02176645659,7.01707947344,7.01493340571
7.20318972399,329.15,1830.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21853454508,7.22090280526,7.22011836131,7.21917161318,7.21737828885,7.21612398722,7.21486968559,7.21361581505,7.21172651448,7.20937913694
6.91810157104,298.15,101.325,1-methyl-3-octylimidazolium chloride,7.04850513105,7.0443588033,7.02813688418,7.01129330222,6.997358894,6.98829565572,6.97923241745,6.97017047624,6.95534763733,6.93398428093
7.37900812763,332.7,180000.0,1-ethyl-3-methylimidazolium hexafluorophosphate,7.20208697327,7.20110991591,7.20892047393,7.21718342669,7.22967114286,7.24302313578,7.25637512871,7.26972600857,7.28408804339,7.29953666574
7.20763762452,323.0,101.325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21793574669,7.22031735692,7.21955277649,7.2186262272,7.21719221287,7.21642027112,7.21564832937,7.21487681605,7.21345262667,7.21154436426
6.99025650049,413.0,30000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.06785439066,7.06970359729,7.06771275626,7.06552422594,7.05722566269,7.04420369838,7.03118173407,7.01816052333,7.01114794222,7.00894952709
7.10619621766,328.15,50000.0,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,7.21178063137,7.20032222024,7.18579975965,7.17111955891,7.16170104521,7.16607692758,7.17045280994,7.17482826,7.16515574795,7.13895836028
7.01035699264,353.15,101.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.0574976301,7.05957773797,7.05793045444,7.05609128128,7.05110080306,7.04238407633,7.03366734959,7.02495135268,7.0223336252,7.0244853275
6.9904406456,323.15,101.325,1-methyl-3-octylimidazolium tetrafluoroborate,7.0574724561,7.05955268951,7.05350644926,7.04704185048,7.03950705701,7.02973672116,7.01996638531,7.01019727857,7.00452568556,7.00179895101
7.1553963019,313.15,10000.0,1-ethyl-3-methylimidazolium methylsulfate,7.09968955164,7.09788479111,7.09881602849,7.09988811763,7.10187375562,7.10484545267,7.10781714972,7.11078849488,7.1135022648,7.11409768971
6.98712083436,353.15,101.325,1-ethyl-3-methylimidazolium thiocyanate,7.06006911473,7.05728588224,7.05652040834,7.05585881056,7.05357242266,7.05135767174,7.04914292083,7.04692791627,7.03942937557,7.03090485222
7.00379246718,298.15,101.325,1-ethyl-3-methylimidazolium dicyanamide,7.07882841807,7.07384362308,7.06953550582,7.06526222457,7.06377566212,7.06655807705,7.06934049198,7.07212261481,7.06731293853,7.0557407647
7.23244407706,298.15,101.325,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,7.11986459763,7.12010855414,7.12442811175,7.12895748516,7.13442734423,7.13957069602,7.14471404781,7.14985697866,7.16071389813,7.17295171367
7.02527161241,283.15,101.325,1-ethyl-3-methylimidazolium thiocyanate,7.06006911473,7.05728588224,7.05652040834,7.05585881056,7.05794594511,7.06180673243,7.06566751975,7.06952801991,7.06752125843,7.06387926387
7.24129464752,299.15,37770.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.23098385691,7.23307456297,7.2318771468,7.23051045499,7.2311099122,7.2335284502,7.2359469882,7.23836593703,7.23919161259,7.23872572166
7.15030922382,323.15,3000.0,1-hexyl-3-methylimidazolium hexafluorophosphate,7.14076307644,7.14115300214,7.14219141422,7.14326321099,7.14494920266,7.1465440047,7.14813880674,7.14973354847,7.15224052141,7.15543995583
7.3189771186,308.15,101.325,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21794834151,7.22032988797,7.22837128999,7.23670406671,7.245043134,7.25288126619,7.26071939838,7.2685569236,7.27912243811,7.29220454894
7.03235944221,332.357,19953.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.06437419489,7.06630099156,7.06442559661,7.06235446124,7.05894946082,7.0526279283,7.04630639577,7.03998557986,7.03919874685,7.04268420622
7.01147545001,298.15,10000.0,1-methyl-3-octylimidazolium tetrafluoroborate,7.06090127335,7.06290506218,7.0567450802,7.0501648196,7.04433478138,7.03702871732,7.02972265326,7.0224178047,7.01880708702,7.01776599157
7.07140357051,308.15,5000.0,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,7.09394554608,7.09455206093,7.09563385811,7.09674012328,7.09856325002,7.09852696414,7.09849067826,7.09845414413,7.09934373756,7.10111945006
7.00723855747,339.87,39160.0,1-ethyl-3-methylimidazolium thiocyanate,7.07359870919,7.07051383796,7.06929955638,7.06818157453,7.06728830626,7.06738797446,7.06748764265,7.06758704444,7.06152308569,7.05369551042
7.2181768384,323.15,20000.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.2248284793,7.22705641788,7.2260631897,7.22490413282,7.22374777412,7.22355470068,7.22336162725,7.22316897905,7.22193309154,7.21989752927
6.81058336723,313.07,55000.0,trihexyl(tetradecyl)phosphonium acetate,6.81250668513,6.81028187015,6.80652490422,6.80268906171,6.79994970336,6.79876350223,6.7975773011,6.79639077287,6.78913837904,6.77857791209
7.07530155019,413.17,39896.0,1-ethyl-3-methylimidazolium ethyl sulfate,7.11583265991,7.11458013207,7.11645904027,7.11849915776,7.11570575324,7.11122552588,7.10674529853,7.10226474376,7.09553195444,7.08802621401
6.77342356619,328.16,1000.0,trihexyl(tetradecyl)phosphonium chloride,6.78198545865,6.77918336467,6.77439626404,6.76950697339,6.76369053525,6.75900387356,6.75431721187,6.74963027105,6.74482598705,6.73870361306
7.12044437239,393.15,1000.0,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21822175352,7.2205965516,7.21494793978,7.20888627525,7.1981867765,7.18730089088,7.17641500527,7.16553015062,7.15262038138,7.13809058011
7.04577657688,472.3,50000.0,1-octyl-3-methylimidazolium hexafluorophosphate,7.15701819209,7.15704527857,7.1526699273,7.14806793437,7.13621759545,7.12221306153,7.10820852761,7.09420456619,7.07949161701,7.06428854099
7.22693601849,313.15,25000.0,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,7.12848928793,7.12854095924,7.1325744161,7.13681285904,7.14170468444,7.14628674781,7.15086881119,7.15545045672,7.16538090852,7.17642627253
7.2405063148,273.15,101.325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21793574669,7.22031735692,7.21955277649,7.2186262272,7.22030678564,7.22386149505,7.22741620446,7.23097131843,7.23345806039,7.23502685599
7.06056219923,283.499,20904.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.06470361324,7.06662306562,7.0647367431,7.0626544957,7.06231580665,7.06026311378,7.05821042091,7.0561584211,7.05921425485,7.06610199591
7.23669924918,293.15,101.325,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,7.11986459763,7.12010855414,7.12442811175,7.12895748516,7.13473973869,7.1403170575,7.1458943763,7.15147127177,7.1627204612,7.17530702879
7.25212482106,298.15,59980.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.23867721294,7.24059639766,7.23914377523,7.23751756898,7.23849987213,7.24166584137,7.2448318106,7.24799818654,7.24912562513,7.24859907611
7.1793079695,393.15,30000.0,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,7.13022124561,7.13023430338,7.13421030723,7.13839032729,7.13835596358,7.13614327999,7.13393059641,7.13171753247,7.13542193733,7.14085791039
7.11029604296,328.15,20000.0,1-ethyl-3-methylimidazolium ethyl sulfate,7.1089408539,7.10784197705,7.10994950227,7.11222209608,7.1144536581,7.11676079814,7.11906793818,7.12137471336,7.12111203911,7.11965330023
7.08145645348,363.15,5000.0,1-octyl-3-methylimidazolium hexafluorophosphate,7.14143057293,7.14180518127,7.13794690707,7.13387072008,7.12819085194,7.12232129021,7.11645172847,7.11058269434,7.1039805484,7.09665495231
6.9726062513,328.39,35010.0,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,6.96317156387,6.96663488663,6.97251537635,6.9785203041,6.98281437905,6.98591007616,6.98900577327,6.99210081889,6.99756118455,7.00544051887
7.16402408073,298.15,10000.0,1-ethyl-3-methylimidazolium methylsulfate,7.09968955164,7.09788479111,7.09881602849,7.09988811763,7.102810939,7.1070845371,7.1113581352,7.11563137423,7.11952195399,7.12116363506
7.34258499572,303.15,101.325,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,7.35910493892,7.35839798278,7.35248987686,7.34631401084,7.34281755931,7.33977243445,7.3367273096,7.33368301169,7.32795918667,7.3197438927
7.09315542539,333.15,101.325,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,7.19449615266,7.18342309441,7.16947399963,7.15537684376,7.14492617461,7.14738385077,7.14984152693,7.15229878137,7.14173229629,7.11547914221
7.14488062782,323.15,101.325,1-hexyl-3-methylimidazolium hexafluorophosphate,7.13975899995,7.14017131127,7.14124303087,7.14234869743,7.14399287731,7.14550145808,7.14701003885,7.14851855979,7.15099638818,7.15421284249
7.11240894098,323.15,14990.0,1-ethyl-3-methylimidazolium ethyl sulfate,7.1072054323,7.10614524622,7.10831033935,7.11064147289,7.11311316287,7.11570524716,7.11829733146,7.12088904932,7.12096827229,7.11988770224
7.08581777886,373.15,14990.0,1-ethyl-3-methylimidazolium ethyl sulfate,7.1072054323,7.10614524622,7.10831033935,7.11064147289,7.10998921826,7.10824163239,7.10649404652,7.10474611815,7.10090264168,7.09633455106
7.10660613773,328.15,101.325,1-ethyl-3-methylimidazolium methanesulfonate,7.08782337538,7.08519279568,7.08475524951,7.08443060278,7.08413630738,7.08507000302,7.08600369867,7.08693707462,7.0887927972,7.08825873713
7.2452983706,303.15,50010.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.23522368932,7.23721986944,7.2358818083,7.23437209728,7.2348981942,7.23733363815,7.2397690821,7.24220493677,7.24283986269,7.24202310158
7.01211529431,472.5,140000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.1059574597,7.10695716847,7.10370236125,7.10022852753,7.08979915981,7.07488494483,7.05997072986,7.04505727889,7.03448267349,7.02748823159
7.11639414409,412.9,40000.0,1-hexyl-3-methylimidazolium hexafluorophosphate,7.1535795633,7.15368374881,7.15429700863,7.15493647607,7.15154869186,7.14645435324,7.14136001463,7.13626565262,7.1321033942,7.12882547958
7.09639019783,343.15,101.325,1-ethyl-3-methylimidazolium ethyl sulfate,7.10204812129,7.1011029161,7.10343908906,7.10594419046,7.10695154163,7.1073648933,7.10777824496,7.10819124222,7.10655168816,7.10416353041
7.11982979393,298.15,101.325,1-ethyl-3-methylimidazolium ethyl sulfate,7.10204812129,7.1011029161,7.10343908906,7.10594419046,7.10976309178,7.11408214659,7.11840120141,7.12271988027,7.12461075572,7.12536136647
7.09224115861,393.15,60000.0,1-ethyl-3-methylimidazolium ethyl sulfate,7.12279651537,7.12138873021,7.12303663135,7.12484184212,7.12358925418,7.12144462549,7.1192999968,7.1171550278,7.11219502175,7.10596764167
7.26473017793,363.0,101.325,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21794834151,7.22032988797,7.22837128999,7.23670406671,7.24161616677,7.24469368078,7.2477711948,7.25084812811,7.25711044132,7.26636674209
7.22405396238,298.15,101.325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21793574669,7.22031735692,7.21955277649,7.2186262272,7.21874481334,7.22012968766,7.22151456199,7.22289985284,7.22342524508,7.2232502804
7.12447826249,363.15,2000.0,1-hexyl-3-methylimidazolium hexafluorophosphate,7.1404166849,7.14081433331,7.14186423599,7.14294771734,7.14212012887,7.14021344972,7.13830677056,7.13640005041,7.13575880935,7.13617409893
7.21700312935,239.109,50924.0,1-hexyl-3-methylimidazolium hexafluorophosphate,7.15736354444,7.1573833671,7.15787110358,7.15838292871,7.16601098635,7.17632549516,7.18664000396,7.19695440436,7.20653657781,7.21531651542
7.12568526324,373.15,25000.0,1-ethyl-3-methylimidazolium methylsulfate,7.10488542469,7.10296482354,7.1037237019,7.10462052239,7.10307379362,7.1012840624,7.09949433118,7.09770427434,7.09586162148,7.09218394753
7.22846101788,293.15,101.325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21793574669,7.22031735692,7.21955277649,7.2186262272,7.2190572078,7.22087604914,7.22269489049,7.22451414596,7.22543180815,7.22560559551
6.80527948739,308.13,35010.0,trihexyl(tetradecyl)phosphonium chloride,6.79376623481,6.79070149154,6.78552359554,6.78023691245,6.7761625021,6.77422594185,6.77228938159,6.77035252703,6.76746162782,6.76253666106
7.25559127425,372.8,20000.0,1-ethyl-3-methylimidazolium hexafluorophosphate,7.14666432739,7.14692290328,7.15657195758,7.16670444257,7.17437884299,7.1794912105,7.18460357801,7.18971487792,7.19932219789,7.21291328662
7.13121877911,355.847,20035.0,1-ethyl-3-methylimidazolium tetrafluoroborate,7.06441519382,7.06634129346,7.07327093872,7.08045817123,7.08443199452,7.08339531594,7.08235863736,7.08132165834,7.08951742775,7.10531854812
7.06475902779,373.15,60000.0,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,7.11299708061,7.11317884652,7.11362866061,7.11409227407,7.11264761763,7.10860573895,7.10456386027,7.10052175544,7.09686483361,7.09378383073
7.10455485496,328.15,101.325,1-ethyl-3-methylimidazolium ethyl sulfate,7.10204812129,7.1011029161,7.10343908906,7.10594419046,7.10788872501,7.10960397773,7.11131923044,7.11303412157,7.11257137735,7.11122947576
7.04335203727,298.15,101.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.0574976301,7.05957773797,7.05793045444,7.05609128128,7.05453714213,7.05059405258,7.04665096303,7.04270857697,7.04440581888,7.0503937938
7.12125245324,432.8,70000.0,1-hexyl-3-methylimidazolium hexafluorophosphate,7.1639713094,7.16384381368,7.16411235544,7.16440128559,7.16020290496,7.15427372948,7.14834455401,7.14241535973,7.13699350005,7.13215140389
7.03262426103,393.0,100000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.09210179823,7.09341041531,7.09061523216,7.0876087815,7.08156950766,7.07236556577,7.06316162387,7.05395841449,7.04921872373,7.048004304
7.01571242049,283.1,101.325,1-methyl-3-octylimidazolium tetrafluoroborate,7.0574724561,7.05955268951,7.05350644926,7.04704185048,7.04200933664,7.0357150766,7.02942081655,7.02312776643,7.02059825568,7.0206650251
6.97110559448,358.15,101.325,1-ethyl-3-methylimidazolium dicyanamide,7.07882841807,7.07384362308,7.06953550582,7.06526222457,7.06002692859,7.05760173932,7.05517655005,7.0527510974,7.04323418179,7.02747698328
7.1308988303,372.8,130000.0,1-octyl-3-methylimidazolium hexafluorophosphate,7.18472951503,7.18413878488,7.17884418547,7.17330742643,7.16882769336,7.16583870805,7.16284972274,7.15986124914,7.1537588268,7.14502618778
7.01121398735,298.15,101.325,1-ethyl-3-methylimidazolium acetate,7.06035909595,7.05720688161,7.0558405251,7.05456610625,7.05525100775,7.057750897,7.06025078625,7.06275039876,7.05998479036,7.05437340124
7.07199772238,313.12,99779.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.0920252457,7.0933355695,7.09054292577,7.0875390574,7.08648740967,7.08420995117,7.08193249268,7.07965572848,7.08118072033,7.08553926108
7.0101313456,313.15,101.325,1-ethyl-3-methylimidazolium thiocyanate,7.06006911473,7.05728588224,7.05652040834,7.05585881056,7.05607157834,7.05732856356,7.05858554878,7.05984226121,7.05548188006,7.04974737316
7.08254856936,432.7,80000.0,1-octyl-3-methylimidazolium hexafluorophosphate,7.16740993819,7.16720534344,7.16248527411,7.15753274389,7.14858930263,7.13891413935,7.12923897607,7.11956436139,7.10825982328,7.09564271521
7.0264268087,225.426,10086.0,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,6.95453810121,6.95819390474,6.96436078621,6.97065694035,6.98102457693,6.9923155041,7.00360643126,7.01489666172,7.02818436711,7.04339182684
7.22081996982,303.15,101.325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21793574669,7.22031735692,7.21955277649,7.2186262272,7.21843241888,7.21938332619,7.2203342335,7.22128555973,7.22141868202,7.22089496528
7.05072944793,293.15,10000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.06092655992,7.06293022071,7.06116919171,7.05921435293,7.05811539588,7.05490071972,7.05168604356,7.04847206686,7.05066110759,7.05693971148
7.24043461736,412.7,180000.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.28025112518,7.28124343051,7.27841170606,7.27538311694,7.27093968562,7.26773347286,7.2645272601,7.26132148918,7.25466875685,7.24544758738
7.01301578964,452.6,120000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.09902962897,7.10018379189,7.09715879671,7.09391865452,7.08444412773,7.07066220023,7.05688027274,7.04309910301,7.03388464325,7.02839566678
7.18387071506,332.6,100000.0,1-hexyl-3-methylimidazolium hexafluorophosphate,7.1743630555,7.17400387855,7.17392770226,7.17386609511,7.17636083301,7.18002070841,7.18368058382,7.18734038752,7.19008125063,7.19205199733
6.99951370422,313.15,5000.0,1-methyl-3-octylimidazolium tetrafluoroborate,7.05916931566,7.06121171803,7.05510918907,7.04858735134,7.04174800749,7.03299131707,7.02423462664,7.01547915973,7.01064136003,7.00858336647
7.29844510151,353.15,20000.0,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.22484107413,7.22706894893,7.2348817032,7.24298197234,7.24879651694,7.2533208333,7.25784514966,7.26236887734,7.26960403232,7.27943053734
7.27586460055,392.9,100000.0,1-ethyl-3-methylimidazolium hexafluorophosphate,7.17437565033,7.1740164096,7.18274621576,7.19194393463,7.1995164654,7.20526389048,7.21101131555,7.21675766952,7.22559241925,7.23731179578
7.25205395185,299.193,50157.0,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,7.13720345982,7.13706085097,7.14080523876,7.14474973281,7.15087645202,7.15741818746,7.16395992289,7.17050122967,7.18177960326,7.19365076163
7.17487743747,363.15,101.325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21793574669,7.22031735692,7.21955277649,7.2186262272,7.21468368535,7.21042698846,7.20617029156,7.20191404233,7.19733992528,7.19263118386
7.05875815252,333.13,15000.0,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,7.09740946145,7.09793874922,7.09890564038,7.09989505979,7.10030170831,7.09839477384,7.09648783936,7.09458066696,7.09361102412,7.09358565522
7.13807303404,303.15,101.325,1-ethyl-3-methylimidazolium methylsulfate,7.09626073439,7.09453241844,7.09557739755,7.09676514852,7.09923279247,7.10277798685,7.10632318123,7.10986802056,7.11326680477,7.11461785496
6.96582605427,293.15,101.0,1-hexyl-3-methylimidazolium thiocyanate,7.06005640732,7.05727324112,7.04770178851,7.03778086851,7.03039793937,7.0260695911,7.02174124282,7.01741364046,7.00379767367,6.98550359727
7.02108396429,352.72,101.325,1-hexyl-3-methylimidazolium tetrafluoroborate,7.05749774268,7.05957784804,7.05793056077,7.05609138382,7.05112777621,7.0424483803,7.0337689844,7.02509031812,7.02250632912,7.02468802219
7.02820143206,452.6,160000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.11288529044,7.11373054505,7.11024592579,7.10653840055,7.0976408518,7.08504872679,7.07245660179,7.05986522798,7.05105294569,7.04532910475
7.09622456636,343.15,10000.0,1-octyl-3-methylimidazolium hexafluorophosphate,7.14316253062,7.14349852541,7.13958279821,7.13544818834,7.1310900203,7.12710505194,7.12312008358,7.11913563243,7.11415283845,7.10819289252
7.16842580219,293.15,20000.0,1-ethyl-3-methylimidazolium tetrafluoroborate,7.06440307012,7.06632944005,7.07325948748,7.08044712895,7.08833768649,7.09274165284,7.09714561919,7.10154925509,7.11466350234,7.13483796975
6.97541392746,472.5,60000.0,1-hexyl-3-methylimidazolium tetrafluoroborate,7.07824613676,7.07986366215,7.07752810307,7.07498903547,7.06340571166,7.04611189172,7.02881807177,7.01152502896,7.00014606861,6.99362135566
7.10636020585,348.15,120000.0,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,7.13378057281,7.13349897626,7.13325935424,7.13302189312,7.13400467605,7.13391733618,7.1338299963,7.13374240847,7.13265010258,7.13096056327
7.09406885705,433.15,101.325,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21791046011,7.22029219839,7.21465391289,7.20860274899,7.19539113166,7.18100677877,7.16662242588,7.15223912325,7.13618215879,7.11886761773
7.1793079695,308.15,101.325,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21791046011,7.22029219839,7.21465391289,7.20860274899,7.20320099318,7.19966581571,7.19613063824,7.19259645117,7.18634623533,7.17775049569
6.99448328249,317.15,101.325,1-methyl-3-octylimidazolium tetrafluoroborate,7.0574724561,7.05955268951,7.05350644926,7.04704185048,7.03988193036,7.03063235493,7.02138277951,7.01213443031,7.00693356123,7.00462532915
7.07968974289,363.15,2000.0,1-octyl-3-methylimidazolium hexafluorophosphate,7.14039139832,7.14078917478,7.13696537239,7.13292423913,7.12720109764,7.12124230071,7.11528350379,7.10932523497,7.10269292572,7.09538494446
6.89851269762,303.15,100.0,propylammonium formate,7.05305127625,7.04939267791,7.05519631358,7.061487074,7.06920835253,7.07759490351,7.08598145449,7.09436681399,7.10349589039,7.11214708977
7.21111383082,323.15,4000.0,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,7.12121506565,7.12142891383,7.12570367333,7.13018749237,7.13415161538,7.13724109842,7.14033058145,7.14341965488,7.15235442361,7.16282558736
7.31926872562,308.15,101.325,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21794834151,7.22032988797,7.22837128999,7.23670406671,7.245043134,7.25288126619,7.26071939838,7.2685569236,7.27912243811,7.29220454894
7.08757370556,432.7,90000.0,1-octyl-3-methylimidazolium hexafluorophosphate,7.17087385356,7.17059203173,7.16575705638,7.1606876804,7.15188848365,7.14251077099,7.13313305833,7.12375589264,7.11255189889,7.0998760747
7.20184179911,323.15,101.325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21793574669,7.22031735692,7.21955277649,7.2186262272,7.21718284103,7.21639788028,7.21561291952,7.21482838726,7.21339242978,7.21147370481
7.24158115995,303.15,44170.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.23320076274,7.23524204348,7.23397108746,7.23252961436,7.23297147248,7.23523320527,7.23749493806,7.23975708253,7.24033329053,7.23955081964
7.1308988303,318.15,101.325,1-ethyl-3-methylimidazolium methylsulfate,7.09626073439,7.09453241844,7.09557739755,7.09676514852,7.09829560909,7.10053890242,7.10278219575,7.10502514121,7.10724711559,7.10755190961
7.19511229861,333.15,101.325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,7.21793574669,7.22031735692,7.21955277649,7.2186262272,7.21655805211,7.21490515732,7.21325226253,7.21159980103,7.20937930365,7.20676307457
6.95444800697,333.15,10000.0,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,6.95450831154,6.95816477922,6.96433264888,6.97062980789,6.9742657278,6.9762043643,6.97814300081,6.9800809922,6.98491645541,6.99261062679
